Name,InterviewTemplateVersion__c,Section__c,Order__c,API_Name__c,Label__c,Help_Text__c,Response_Type__c,Picklist_Values__c,Required__c,Sensitive__c,Score_Weight__c,Maps_To__c,UUID__c,Status__c,Question_Text__c,Version_Number__c,Validation_Rule__c,Visibility_Rules__c,Data_Binding__c,Protected__c,Compliance_Flags__c,Field_Set_Group__c,Allow_Carry_Forward__c,Requires_Review__c
a0oRT000002M5r7,a0xVY0000043QTVYA2,Housing History,1,Last_Permanent_Address_Type__c,Last Permanent Address Type,HMIS-compliant housing type for last permanent address,Picklist,"[""Foster care home or foster care group home"",""Jail, Prison or Other Juvenile Facility"",""Substance Abuse Treatment Facility or Detox Center"",""Residential project of halfway house with no homeless criteria"",""Owned by Client, No Housing Subsidy"",""Owned by Client, With Housing Subsidy"",""Rental by Client, with no ongoing housing subsidy"",""Rental by Client, with other ongoing housing subsidy"",""Staying or Living in a Family Member's Room, Apartment or House"",""Staying or Living in a Friend's Room, Apartment, or House"",""Permanent Housing for Formerly Homeless Persons"",""Transitional Housing for Homeless Persons (including homeless youth)"",""Client Doesn't Know"",""Client Refused"",""Data not collected""]",True,False,,Assessment__c.Last_Permanent_Address_Type__c,,,,,,,,False,,,False,False
a0oRT000002M5r8,a0xVY0000043QTVYA2,Housing History,2,Last_Perm_Address_Street__c,Last Permanent Address - Street,Street address of last permanent address,Text,,False,False,,Assessment__c.Last_Perm_Address_Street__c,,,,,,,,False,,,False,False
a0oRT000002M5r9,a0xVY0000043QTVYA2,Housing History,3,Last_Perm_Address_City__c,Last Permanent Address - City,City of last permanent address,Text,,False,False,,Assessment__c.Last_Perm_Address_City__c,,,,,,,,False,,,False,False
a0oRT000002M5rA,a0xVY0000043QTVYA2,Housing History,4,Last_Perm_Address_County__c,Last Permanent Address - County,County of last permanent address,Text,,False,False,,Assessment__c.Last_Perm_Address_County__c,,,,,,,,False,,,False,False
a0oRT000002M5rB,a0xVY0000043QTVYA2,Housing History,5,Last_Perm_Address_State__c,Last Permanent Address - State,State of last permanent address,Text,,False,False,,Assessment__c.Last_Perm_Address_State__c,,,,,,,,False,,,False,False
a0oRT000002M5rC,a0xVY0000043QTVYA2,Housing History,6,Last_Perm_Address_Zip__c,Last Permanent Address - Zip Code,Zip code of last permanent address,Text,,False,False,,Assessment__c.Last_Perm_Address_Zip__c,,,,,,,,False,,,False,False
a0oRT000002M5rD,a0xVY0000043QTVYA2,Housing History,7,Where_Stayed_Last_Night__c,Where Did You Stay Last Night?,HMIS-compliant residence type for current living situation,Picklist,"[""Place not meant for habitation (car, park, abandoned building, bus/train station)"",""Emergency shelter, including hotel/motel paid for with emergency shelter voucher"",""Safe Haven"",""Transitional housing for homeless persons"",""Hotel or motel paid for without ES voucher"",""Staying with family temporary tenure"",""Staying with friends temporary tenure"",""Rental by client - no subsidy"",""Rental by client - with subsidy"",""Owned by client - with subsidy"",""Owned by client - no subsidy"",""Institutional setting (jail, hospital, treatment)"",""Foster care home or group home"",""Residential project or halfway house"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",True,False,,Assessment__c.Where_Stayed_Last_Night__c,,,,,,,,False,,,False,False
a0oRT000002M5rE,a0xVY0000043QTVYA2,Housing History,8,Length_of_Stay_Prior_Situation__c,How Long Did You Stay There?,Length of time in prior living situation,Picklist,"[""One night or less"",""Two to six nights"",""One week or more, but less than one month"",""One month or more, but less than 90 days"",""90 days or more, but less than one year"",""One year or longer"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Length_of_Stay_Prior_Situation__c,,,,,,,,False,,,False,False
a0oRT000002M5rF,a0xVY0000043QTVYA2,Housing History,9,Homelessness_Episode_Start_Date__c,When Did This Homelessness Episode Begin?,Date this current episode of homelessness began,Date,,False,False,,Assessment__c.Homelessness_Episode_Start_Date__c,,,,,,,,False,,,False,False
a0oRT000002M5rG,a0xVY0000043QTVYA2,Housing History,10,Times_Homeless_Past_3_Years__c,How Many Times Homeless in Past 3 Years?,Number of times experiencing homelessness in the past 3 years,Picklist,"[""One time"",""Two times"",""Three times"",""Four or more times"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Times_Homeless_Past_3_Years__c,,,,,,,,False,,,False,False
a0oRT000002M5rH,a0xVY0000043QTVYA2,Housing History,11,Total_Months_Homeless_Past_3_Years__c,Total Months Homeless in Past 3 Years?,Total number of months homeless in the past 3 years (including current episode),Number,,False,False,,Assessment__c.Total_Months_Homeless_Past_3_Years__c,,,,,,,,False,,,False,False
a0oRT000002M5rI,a0xVY0000043QTVYA2,Housing History,12,Chronic_Homelessness_Qualifier__c,Meets Chronic Homelessness Criteria?,Does this person meet HUD chronic homelessness criteria?,Picklist,"[""Yes"",""No"",""Pending Verification"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Chronic_Homelessness_Qualifier__c,,,,,,,,False,,,False,False
a0oRT000002M5rJ,a0xVY0000043QTVYA2,Contributing Factors,13,Contributing_Factors_to_Homelessness__c,What Factors Contributed to Your Homelessness?,Select all factors that contributed to becoming homeless,Picklist,"[""Sexual/Physical Abuse"",""Substance Use"",""Relationship Issues with Family"",""Aging Out of Foster Care"",""Family Could Not Afford Housing"",""Eviction"",""Job Loss/Unemployment"",""Lost Housing Assistance"",""Incarceration"",""Mental Health Issues"",""Physical Health Issues"",""Disability"",""Domestic Violence"",""Immigration Issues"",""LGBTQ+ Discrimination"",""Lack of Affordable Housing"",""Natural Disaster"",""Death of Family Member"",""Other""]",False,False,,Assessment__c.Contributing_Factors_to_Homelessness__c,,,,,,,,False,,,False,False
a0oRT000002M5rK,a0xVY0000043QTVYA2,Contributing Factors,14,Critical_Issues_Facing__c,What Are the Most Critical Issues You Are Facing?,Select all critical issues currently facing this person,Picklist,"[""Mental Health"",""Physical Disability"",""Developmental Disability"",""Chronic Health Condition"",""Substance Use Disorder"",""Unemployment"",""Domestic Violence"",""Legal Issues"",""Childcare"",""Transportation"",""Lack of Education/Training"",""Language Barriers"",""Credit/Debt Issues"",""Lack of Identification"",""Age-Related Challenges"",""Other""]",False,False,,Assessment__c.Critical_Issues_Facing__c,,,,,,,,False,,,False,False
a0oRT000002M5rL,a0xVY0000043QTVYA2,Domestic Violence,10,DV_Experience__c,Have You Experienced Domestic Violence?,"History of domestic violence, dating violence, sexual assault, or stalking",Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.DV_Experience__c,,,,,,,,False,,,True,True
a0oRT000002M5rM,a0xVY0000043QTVYA2,Domestic Violence,11,DV_How_Long_Ago__c,How Long Ago Did the Violence Occur?,Timeframe of most recent domestic violence,Picklist,"[""Within the past 3 months"",""3 to 6 months ago"",""6 to 12 months ago"",""1 year or more ago"",""Client Does Not Know"",""Prefers Not to Answer""]",False,False,,Assessment__c.DV_How_Long_Ago__c,,,,,,,,False,,,False,False
a0oRT000002M5rN,a0xVY0000043QTVYA2,Domestic Violence,12,Currently_Fleeing_DV__c,Are You Currently Fleeing Domestic Violence?,Is this person currently fleeing domestic violence?,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Currently_Fleeing_DV__c,,,,,,,,False,,,False,False
a0oRT000002M5rO,a0xVY0000043QTVYA2,Domestic Violence,13,DV_Safety_Concerns__c,Safety Concerns and Plan,Current safety concerns and safety planning needs,LongText,,False,False,,Assessment__c.DV_Safety_Concerns__c,,,,,,,,False,,,False,False
a0oRT000002M5rP,a0xVY0000043QTVYA2,Disabilities,14,Physical_Disability__c,Physical Disability?,Does this person have a physical disability?,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Physical_Disability__c,,,,,,,,False,,,False,False
a0oRT000002M5rQ,a0xVY0000043QTVYA2,Disabilities,15,Physical_Disability_Long_Term__c,Is Physical Disability Long-Term?,Expected to be of long-continued and indefinite duration,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Physical_Disability_Long_Term__c,,,,,,,,False,,,False,False
a0oRT000002M5rR,a0xVY0000043QTVYA2,Disabilities,16,Developmental_Disability__c,Developmental Disability?,Does this person have a developmental disability?,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Developmental_Disability__c,,,,,,,,False,,,False,False
a0oRT000002M5rS,a0xVY0000043QTVYA2,Disabilities,17,Developmental_Disability_Long_Term__c,Is Developmental Disability Long-Term?,Expected to be of long-continued and indefinite duration,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Developmental_Disability_Long_Term__c,,,,,,,,False,,,False,False
a0oRT000002M5rT,a0xVY0000043QTVYA2,Disabilities,18,Chronic_Health_Condition__c,Chronic Health Condition?,Does this person have a chronic health condition?,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Chronic_Health_Condition__c,,,,,,,,False,,,False,False
a0oRT000002M5rU,a0xVY0000043QTVYA2,Disabilities,19,Chronic_Health_Condition_Long_Term__c,Is Chronic Health Condition Long-Term?,Expected to be of long-continued and indefinite duration,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Chronic_Health_Condition_Long_Term__c,,,,,,,,False,,,False,False
a0oRT000002M5rV,a0xVY0000043QTVYA2,Disabilities,20,Mental_Health_Disability__c,Mental Health Disability?,Does this person have a mental health disability?,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Mental_Health_Disability__c,,,,,,,,False,,,False,False
a0oRT000002M5rW,a0xVY0000043QTVYA2,Disabilities,21,Mental_Health_Disability_Long_Term__c,Is Mental Health Disability Long-Term?,Expected to be of long-continued and indefinite duration,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Mental_Health_Disability_Long_Term__c,,,,,,,,False,,,False,False
a0oRT000002M5rX,a0xVY0000043QTVYA2,Disabilities,22,Substance_Use_Disability__c,Substance Use Disability?,Does this person have a substance use disorder?,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Substance_Use_Disability__c,,,,,,,,False,,,False,False
a0oRT000002M5rY,a0xVY0000043QTVYA2,Disabilities,23,Substance_Use_Disability_Long_Term__c,Is Substance Use Disability Long-Term?,Expected to be of long-continued and indefinite duration,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Substance_Use_Disability_Long_Term__c,,,,,,,,False,,,False,False
a0oRT000002M5rZ,a0xVY0000043QTVYA2,Health Status,24,HIV_AIDS_Status__c,HIV/AIDS Status,HIV/AIDS status,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,True,,Assessment__c.HIV_AIDS_Status__c,,,,,,,,False,,,False,False
a0oRT000002M5ra,a0xVY0000043QTVYA2,Health Status,25,Pregnant__c,Are You Pregnant?,Is this person currently pregnant?,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Pregnant__c,,,,,,,,False,,,False,False
a0oRT000002M5rb,a0xVY0000043QTVYA2,Health Status,26,Pregnancy_Due_Date__c,Pregnancy Due Date,Expected due date if pregnant,Date,,False,False,,Assessment__c.Pregnancy_Due_Date__c,,,,,,,,False,,,False,False
a0oRT000002M5rd,a0xVY0000043QTVYA2,Foster Care & Justice,28,Foster_Care_History__c,Foster Care History?,History of foster care or group home placement,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Foster_Care_History__c,,,,,,,,False,,,False,False
a0oRT000002M5re,a0xVY0000043QTVYA2,Foster Care & Justice,29,Foster_Care_Duration__c,How Long in Foster Care?,Approximate duration of foster care placement,Text,,False,False,,Assessment__c.Foster_Care_Duration__c,,,,,,,,False,,,False,False
a0oRT000002M5rf,a0xVY0000043QTVYA2,Foster Care & Justice,30,Foster_Care_Location__c,Foster Care Location,Where was the foster care placement?,Text,,False,False,,Assessment__c.Foster_Care_Location__c,,,,,,,,False,,,False,False
a0oRT000002M5rg,a0xVY0000043QTVYA2,Foster Care & Justice,31,Juvenile_Justice_Involvement__c,Juvenile Justice Involvement?,History of juvenile justice system involvement,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Juvenile_Justice_Involvement__c,,,,,,,,False,,,False,False
a0oRT000002M5rh,a0xVY0000043QTVYA2,Foster Care & Justice,32,Juvenile_Justice_Duration__c,How Long in Juvenile Justice?,Approximate duration of juvenile justice involvement,Text,,False,False,,Assessment__c.Juvenile_Justice_Duration__c,,,,,,,,False,,,False,False
a0oRT000002M5rj,a0xVY0000043QTVYA2,Employment,34,Employment_Status__c,Employment Status,Current employment status,Picklist,"[""Employed Full-Time"",""Employed Part-Time"",""Self-Employed"",""Gig Economy/Contract Work"",""Unemployed - Seeking Work"",""Unemployed - Not Seeking Work"",""Retired"",""Student"",""Disabled - Unable to Work"",""Other""]",False,False,,Assessment__c.Employment_Status__c,,,,,,,,False,,,False,False
a0oRT000002M5rk,a0xVY0000043QTVYA2,Employment,35,Employment_Type__c,Employment Type,Type of employment,Picklist,"[""W-2 Employee"",""1099 Contractor"",""Gig Economy"",""Day Labor"",""Cash/Under Table"",""Other""]",False,False,,Assessment__c.Employment_Type__c,,,,,,,,False,,,False,False
a0oRT000002M5rl,a0xVY0000043QTVYA2,Employment,35,Employer_Name__c,Employer Name,Current employer name,Text,,False,False,,Assessment__c.Employer_Name__c,,,,,,,,False,,,False,False
a0oRT000002M5rm,a0xVY0000043QTVYA2,Employment,36,Hours_Per_Week__c,Hours Per Week,Average hours worked per week,Number,,False,False,,Assessment__c.Hours_Per_Week__c,,,,,,,,False,,,False,False
a0oRT000002M5rn,a0xVY0000043QTVYA2,Employment,37,Pay_Rate__c,Pay Rate,Hourly or salary rate,Number,,False,False,,Assessment__c.Pay_Rate__c,,,,,,,,False,,,False,False
a0oRT000002M5ro,a0xVY0000043QTVYA2,Employment,38,Employment_Barriers__c,Employment Barriers,Barriers to employment or better employment,LongText,,False,False,,Assessment__c.Employment_Barriers__c,,,,,,,,False,,,False,False
a0oRT000002M5rp,a0xVY0000043QTVYA2,Employment,39,Employment_Goals__c,Employment Goals,Career or employment goals,LongText,,False,False,,Assessment__c.Employment_Goals__c,,,,,,,,False,,,False,False
a0oRT000002M5rq,a0xVY0000043QTVYA2,Education,40,Last_Grade_Completed__c,Last Grade Completed,Highest level of education completed,Picklist,"[""Less than Grade 5"",""Grades 5-6"",""Grades 7-8"",""Grades 9-11"",""Grade 12/High School Diploma"",""GED"",""Some College"",""Associate Degree"",""Bachelor Degree"",""Graduate Degree"",""Vocational Certification"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Last_Grade_Completed__c,,,,,,,,False,,,True,True
a0oRT000002M5rr,a0xVY0000043QTVYA2,Education,41,Currently_in_School__c,Currently in School?,Is this person currently enrolled in school?,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Currently_in_School__c,,,,,,,,False,,,True,True
a0oRT000002M5rs,a0xVY0000043QTVYA2,Education,42,School_Name__c,School Name,Name of school currently attending,Text,,False,False,,Assessment__c.School_Name__c,,,,,,,,False,,,True,True
a0oRT000002M5rt,a0xVY0000043QTVYA2,Education,43,Interested_in_GED__c,Interested in GED?,Is this person interested in pursuing GED?,Picklist,"[""Yes"",""No"",""Already Have GED/Diploma"",""Client Does Not Know"",""Data Not Collected""]",False,False,,Assessment__c.Interested_in_GED__c,,,,,,,,False,,,False,False
a0oRT000002M5ru,a0xVY0000043QTVYA2,Education,44,Post_Secondary_Goals__c,Post-Secondary Goals,"College, vocational training, or other educational goals",LongText,,False,False,,Assessment__c.Post_Secondary_Goals__c,,,,,,,,False,,,False,False
a0oRT000002M5rv,a0xVY0000043QTVYA2,Permanent Connections,45,Community_Familiarity__c,Community Familiarity,How familiar are you with this community?,Picklist,"[""Very Familiar"",""Somewhat Familiar"",""Not Familiar"",""Data Not Collected""]",False,False,,Assessment__c.Community_Familiarity__c,,,,,,,,False,,,False,False
a0oRT000002M5rw,a0xVY0000043QTVYA2,Permanent Connections,46,Social_Connections__c,Social Connections,Who are the most important people in your life?,LongText,,False,False,,Assessment__c.Social_Connections__c,,,,,,,,False,,,True,True
a0oRT000002M5rx,a0xVY0000043QTVYA2,Permanent Connections,47,Social_Networks__c,Social Support Network,Describe the person social support network,LongText,,False,False,,Assessment__c.Social_Networks__c,,,,,,,,False,,,True,True
a0oRT000002M5ry,a0xVY0000043QTVYA2,Permanent Connections,48,Connection_Goals__c,Connection Goals,Goals for building or strengthening connections,LongText,,False,False,,Assessment__c.Connection_Goals__c,,,,,,,,False,,,False,False
a0oRT000002M5rz,a0xVY0000043QTVYA2,Housing Pathways,49,Hometown__c,Hometown,Where did you grow up?,Text,,False,False,,Assessment__c.Hometown__c,,,,,,,,False,,,False,False
a0oRT000002M5s0,a0xVY0000043QTVYA2,Housing Pathways,50,Previous_Lease_Experience__c,Previous Lease Experience?,Have you had your own lease before?,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Data Not Collected""]",False,False,,Assessment__c.Previous_Lease_Experience__c,,,,,,,,False,,,False,False
a0oRT000002M5s1,a0xVY0000043QTVYA2,Housing Pathways,51,Eviction_History__c,Eviction History?,History of evictions,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Eviction_History__c,,,,,,,,False,,,False,False
a0oRT000002M5s2,a0xVY0000043QTVYA2,Housing Pathways,52,Housing_Program_Experience__c,Housing Program Experience,Previous experience with housing programs or subsidies,LongText,,False,False,,Assessment__c.Housing_Program_Experience__c,,,,,,,,False,,,False,False
a0oRT000002M5s3,a0xVY0000043QTVYA2,Housing Pathways,53,Housing_Challenges__c,Housing Challenges,What challenges have you faced in maintaining housing?,LongText,,False,False,,Assessment__c.Housing_Challenges__c,,,,,,,,False,,,False,False
a0oRT000002M5s4,a0xVY0000043QTVYA2,Housing Pathways,54,Housing_Goals__c,Housing Goals,Describe your ideal living situation,LongText,,False,False,,Assessment__c.Housing_Goals__c,,,,,,,,False,,,False,False
a0oRT000002M5s5,a0xVY0000043QTVYA2,Health Information,55,Current_Health_Concerns__c,Current Health Concerns,"Current health concerns, conditions, or symptoms",LongText,,False,False,,Assessment__c.Current_Health_Concerns__c,,,,,,,,False,,,True,True
a0oRT000002M5s6,a0xVY0000043QTVYA2,Health Information,56,Medical_Provider_Name__c,Primary Care Provider Name,Name of current primary care provider or doctor,Text,,False,False,,Assessment__c.Medical_Provider_Name__c,,,,,,,,False,,,True,True
a0oRT000002M5s7,a0xVY0000043QTVYA2,Health Information,57,Medical_Provider_Phone__c,Provider Phone Number,Phone number for medical provider,Text,,False,False,,Assessment__c.Medical_Provider_Phone__c,,,,,,,,False,,,False,False
a0oRT000002M5s8,a0xVY0000043QTVYA2,Health Information,58,Birth_Control__c,Using Birth Control?,Is this person currently using birth control?,Picklist,"[""Yes"",""No"",""Not Applicable"",""Client Does Not Know"",""Prefers Not to Answer""]",False,False,,Assessment__c.Birth_Control__c,,,,,,,,False,,,False,False
a0oRT000002M5s9,a0xVY0000043QTVYA2,Health Information,59,Number_of_Children__c,Number of Children,Number of children this person has,Number,,False,False,,Assessment__c.Number_of_Children__c,,,,,,,,False,,,False,False
a0oRT000002M5sA,a0xVY0000043QTVYA2,Health Information,60,Children_Details__c,Tell Us About Your Children,"Details about children (ages, custody, living situation)",LongText,,False,False,,Assessment__c.Children_Details__c,,,,,,,,False,,,False,False
a0oRT000002M5sB,a0xVY0000043QTVYA2,Health Information,61,Counseling_History__c,Counseling History,"History of counseling, therapy, or mental health treatment",LongText,,False,False,,Assessment__c.Counseling_History__c,,,,,,,,False,,,False,False
a0oRT000002M5sC,a0xVY0000043QTVYA2,Health Information,62,Mental_Health_Hospitalizations__c,Mental Health Hospitalizations,Number of times hospitalized for mental health,Number,,False,False,,Assessment__c.Mental_Health_Hospitalizations__c,,,,,,,,False,,,False,False
a0oRT000002M5sD,a0xVY0000043QTVYA2,Health Information,63,Self_Harm_History__c,History of Self-Harm?,History of self-harm or self-injurious behavior,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer""]",False,True,,Assessment__c.Self_Harm_History__c,,,,,,,,False,,,False,False
a0oRT000002M5sE,a0xVY0000043QTVYA2,Health Information,64,Suicide_Attempts__c,Number of Suicide Attempts,Number of suicide attempts,Number,,False,True,,Assessment__c.Suicide_Attempts__c,,,,,,,,False,,,False,False
a0oRT000002M5sF,a0xVY0000043QTVYA2,Health Information,65,Current_Substance_Use__c,Current Substance Use,Current substance use (types of substances),LongText,,False,False,,Assessment__c.Current_Substance_Use__c,,,,,,,,False,,,True,True
a0oRT000002M5sG,a0xVY0000043QTVYA2,Health Information,66,Substance_Use_Frequency__c,How Often Do You Use Substances?,How frequently does this person use substances?,Picklist,"[""Daily"",""Weekly"",""Monthly"",""Occasionally"",""Never"",""In Recovery"",""Client Does Not Know"",""Prefers Not to Answer""]",False,False,,Assessment__c.Substance_Use_Frequency__c,,,,,,,,False,,,True,True
a0oRT000002M5sH,a0xVY0000043QTVYA2,Health Information,67,Support_System__c,Who Do You Turn To for Support?,Who does this person turn to for support?,LongText,,False,False,,Assessment__c.Support_System__c,,,,,,,,False,,,False,False
a0oRT000002M5sI,a0xVY0000043QTVYA2,Health Information,68,Health_Goals__c,Health Goals,Physical and mental health goals,LongText,,False,False,,Assessment__c.Health_Goals__c,,,,,,,,False,,,False,False
a0oRT000002M5sJ,a0xVY0000043QTVYA2,Safety & Legal,69,Legal_System_Involvement__c,Legal System Involvement?,Is this person currently involved with the legal system?,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer""]",False,False,,Assessment__c.Legal_System_Involvement__c,,,,,,,,False,,,True,True
a0oRT000002M5sK,a0xVY0000043QTVYA2,Safety & Legal,70,On_Probation_Parole__c,On Probation or Parole?,Is this person currently on probation or parole?,Picklist,"[""Yes - Probation"",""Yes - Parole"",""Yes - Both"",""No"",""Client Does Not Know"",""Prefers Not to Answer""]",False,False,,Assessment__c.On_Probation_Parole__c,,,,,,,,False,,,True,True
a0oRT000002M5sL,a0xVY0000043QTVYA2,Safety & Legal,71,Probation_Officer_Name__c,Probation/Parole Officer Name,Name of probation or parole officer,Text,,False,False,,Assessment__c.Probation_Officer_Name__c,,,,,,,,False,,,False,False
a0oRT000002M5sM,a0xVY0000043QTVYA2,Safety & Legal,72,Probation_Officer_Phone__c,Officer Phone Number,Phone number for probation or parole officer,Text,,False,False,,Assessment__c.Probation_Officer_Phone__c,,,,,,,,False,,,False,False
a0oRT000002M5sN,a0xVY0000043QTVYA2,Safety & Legal,73,Restraining_Orders__c,Restraining Orders?,Does this person have any restraining orders?,Picklist,"[""Yes - Protecting Me"",""Yes - Against Me"",""Yes - Both"",""No"",""Client Does Not Know"",""Prefers Not to Answer""]",False,False,,Assessment__c.Restraining_Orders__c,,,,,,,,False,,,False,False
a0oRT000002M5sO,a0xVY0000043QTVYA2,Safety & Legal,74,Restraining_Order_Details__c,Restraining Order Details,Details about restraining orders,LongText,,False,False,,Assessment__c.Restraining_Order_Details__c,,,,,,,,False,,,False,False
a0oRT000002M5sP,a0xVY0000043QTVYA2,Safety & Legal,75,Safety_Plan_Notes__c,Safety Plan Notes,Safety plan and de-escalation strategies,LongText,,False,False,,Assessment__c.Safety_Plan_Notes__c,,,,,,,,False,,,False,False
a0oRT000002M5sS,a0xVY0000043QTVYA2,Trauma-Informed Safety Plan,78,What_Helps_Stay_In_Control__c,What helps you stay in control?,Strategies and techniques that help maintain control,LongText,,False,False,,Assessment__c.What_Helps_Stay_In_Control__c,,,,,,,,False,,,False,False
a0oRT000002M5sT,a0xVY0000043QTVYA2,Trauma-Informed Safety Plan,79,What_Helps__c,What Helps When You Are Triggered?,What helps when feeling triggered or distressed?,LongText,,False,False,,Assessment__c.What_Helps__c,,,,,,,,False,,,False,False
a0oRT000002M5sU,a0xVY0000043QTVYA2,Trauma-Informed Safety Plan,80,Comfortable_Spaces__c,Where Do You Feel Safe?,Places or spaces where the person feels safe,LongText,,False,False,,Assessment__c.Comfortable_Spaces__c,,,,,,,,False,,,False,False
a0oRT000002M5sV,a0xVY0000043QTVYA2,Trauma-Informed Safety Plan,81,Alternative_Behaviors__c,Alternative Coping Behaviors,Alternative behaviors instead of harmful coping,LongText,,False,False,,Assessment__c.Alternative_Behaviors__c,,,,,,,,False,,,False,False
a0oRT000002M5sW,a0xVY0000043QTVYA2,Trauma-Informed Safety Plan,82,Safety_Incentives__c,What Motivates You to Stay Safe?,What motivates this person to stay safe and healthy?,LongText,,False,False,,Assessment__c.Safety_Incentives__c,,,,,,,,False,,,False,False
a0oRT000002M5sX,a0xVY0000043QTVYA2,Life Skills,83,Free_Time_Activities__c,What Do You Do in Your Free Time?,Hobbies and interests,LongText,,False,False,,Assessment__c.Free_Time_Activities__c,,,,,,,,False,,,False,False
a0oRT000002M5sY,a0xVY0000043QTVYA2,Life Skills,84,Living_Concerns__c,What Concerns You About Living on Your Own?,Concerns about independent living,LongText,,False,False,,Assessment__c.Living_Concerns__c,,,,,,,,False,,,False,False
a0oRT000002M5sZ,a0xVY0000043QTVYA2,Life Skills,85,Community_Impact_Goals__c,How Do You Want to Impact Your Community?,Goals for community involvement,LongText,,False,False,,Assessment__c.Community_Impact_Goals__c,,,,,,,,False,,,False,False
a0oRT000002M5sa,a0xVY0000043QTVYA2,Life Skills,86,Significant_Life_Events__c,Significant Life Events,Important life events that shaped who you are,LongText,,False,False,,Assessment__c.Significant_Life_Events__c,,,,,,,,False,,,False,False
a0oRT000002M5sb,a0xVY0000043QTVYA2,Life Skills,87,Motivation_for_Change__c,What Motivates You to Make Changes?,What motivates you to make changes in your life?,LongText,,False,False,,Assessment__c.Motivation_for_Change__c,,,,,,,,False,,,False,False
a0oRT000002MJMD,a0xVY0000043QTVYA2,Health,27,Health_Insurance_Medicaid__c,Medicaid,Select if you have this type of health insurance,Checkbox,,False,False,,Assessment__c.Health_Insurance_Medicaid__c,,,,,,,,False,,,False,False
a0oRT000002MJME,a0xVY0000043QTVYA2,Health,27.01,Health_Insurance_Medicare__c,Medicare,Select if you have this type of health insurance,Checkbox,,False,False,,Assessment__c.Health_Insurance_Medicare__c,,,,,,,,False,,,False,False
a0oRT000002MJMF,a0xVY0000043QTVYA2,Health,27.02,Health_Insurance_State_Childrens_Health_Insurance__c,State Children's Health Insurance,Select if you have this type of health insurance,Checkbox,,False,False,,Assessment__c.Health_Insurance_State_Childrens_Health_Insurance__c,,,,,,,,False,,,False,False
a0oRT000002MJMG,a0xVY0000043QTVYA2,Health,27.03,Health_Insurance_Veterans_Administration_VA_Medical_Services__c,Veterans Administration (VA) Medical Services,Select if you have this type of health insurance,Checkbox,,False,False,,Assessment__c.Health_Insurance_Veterans_Administration_VA_Medical_Services__c,,,,,,,,False,,,False,False
