Name,InterviewTemplateVersion__c,Section__c,Order__c,API_Name__c,Label__c,Help_Text__c,Response_Type__c,Picklist_Values__c,Required__c,Sensitive__c,Score_Weight__c,Maps_To__c,UUID__c,Status__c,Question_Text__c,Version_Number__c,Validation_Rule__c,Visibility_Rules__c,Data_Binding__c,Protected__c,Compliance_Flags__c,Field_Set_Group__c,Allow_Carry_Forward__c,Requires_Review__c
a0oRT000003NDg1,a0xVY0000043QTZYA2,Employment,29,Employment_Barriers__c,Reasons for Not Working / Employment Barriers,Barriers to employment or reasons client is not currently working,LongText,,False,False,,Assessment__c.Employment_Barriers__c,,,,,,,,False,,,False,False
a0oRT000003NDg2,a0xVY0000043QTZYA2,Income Sources,30,Income_Source__c,Income Sources,All current income sources — select all that apply,Picklist,"[""Earned Income"",""Unemployment"",""SSI"",""SSDI"",""Veteran's Disability"",""Private Disability"",""Worker's Comp"",""TANF"",""General Assistance"",""Retirement (Social Security)"",""Pension"",""Child Support"",""Alimony"",""Other"",""No Income""]",False,False,,Assessment__c.Income_Source__c,,,,,,,,False,,,False,False
a0oRT000003NDg3,a0xVY0000043QTZYA2,Non-Cash Benefits,31,Non_Cash_Benefit_SNAP_Food_Stamps__c,SNAP / Food Stamps?,HMIS: currently receiving SNAP / Food Stamps,Boolean,,False,False,,Assessment__c.Non_Cash_Benefit_SNAP_Food_Stamps__c,,,,,,,,False,,,False,False
a0oRT000003NDg4,a0xVY0000043QTZYA2,Non-Cash Benefits,32,Non_Cash_Benefit_WIC__c,WIC?,HMIS: currently receiving WIC benefits,Boolean,,False,False,,Assessment__c.Non_Cash_Benefit_WIC__c,,,,,,,,False,,,False,False
a0oRT000003NDg5,a0xVY0000043QTZYA2,Non-Cash Benefits,33,NCB_Section_8Housing_Choice_Voucher__c,Section 8 / Housing Choice Voucher?,HMIS: holds an active Section 8 / Housing Choice Voucher,Boolean,,False,False,,Assessment__c.NCB_Section_8Housing_Choice_Voucher__c,,,,,,,,False,,,False,False
a0oRT000003NDg6,a0xVY0000043QTZYA2,Non-Cash Benefits,34,Non_Cash_Benefit_TANF_Cash_Assistance__c,TANF Cash Assistance?,HMIS: currently receiving TANF cash assistance,Boolean,,False,False,,Assessment__c.Non_Cash_Benefit_TANF_Cash_Assistance__c,,,,,,,,False,,,False,False
a0oRT000003NDg7,a0xVY0000043QTZYA2,Non-Cash Benefits,35,Non_Cash_Benefit_Public_Housing__c,Public Housing?,HMIS: currently in public housing,Boolean,,False,False,,Assessment__c.Non_Cash_Benefit_Public_Housing__c,,,,,,,,False,,,False,False
a0oRT000003NDg8,a0xVY0000043QTZYA2,Non-Cash Benefits,36,Non_Cash_Benefit_Medicaid__c,Medicaid (Non-Cash Benefit)?,HMIS: currently receiving Medicaid,Boolean,,False,False,,Assessment__c.Non_Cash_Benefit_Medicaid__c,,,,,,,,False,,,False,False
a0oRT000003NDg9,a0xVY0000043QTZYA2,Non-Cash Benefits,37,Non_Cash_Benefit_Medicare__c,Medicare (Non-Cash Benefit)?,HMIS: currently receiving Medicare,Boolean,,False,False,,Assessment__c.Non_Cash_Benefit_Medicare__c,,,,,,,,False,,,False,False
a0oRT000003NDgA,a0xVY0000043QTZYA2,Non-Cash Benefits,38,Non_Cash_Benefit_CHIP__c,CHIP (Non-Cash Benefit)?,HMIS: currently covered under CHIP,Boolean,,False,False,,Assessment__c.Non_Cash_Benefit_CHIP__c,,,,,,,,False,,,False,False
a0oRT000003NDgB,a0xVY0000043QTZYA2,Non-Cash Benefits,39,Non_Cash_Benefit_SCHIP__c,SCHIP (Non-Cash Benefit)?,HMIS: currently covered under SCHIP,Boolean,,False,False,,Assessment__c.Non_Cash_Benefit_SCHIP__c,,,,,,,,False,,,False,False
a0oRT000003NDgC,a0xVY0000043QTZYA2,Non-Cash Benefits,40,Non_Cash_Benefit_VA_Medical_Services__c,VA Medical Services (Non-Cash Benefit)?,HMIS: currently receiving VA medical services,Boolean,,False,False,,Assessment__c.Non_Cash_Benefit_VA_Medical_Services__c,,,,,,,,False,,,False,False
a0oRT000003NDgD,a0xVY0000043QTZYA2,Non-Cash Benefits,41,NCB_Veteran_NonCash_Benefit__c,Veterans Non-Cash Benefit Program?,HMIS: currently receiving other veteran non-cash benefits,Boolean,,False,False,,Assessment__c.NCB_Veteran_NonCash_Benefit__c,,,,,,,,False,,,False,False
a0oRT000003NDgE,a0xVY0000043QTZYA2,Non-Cash Benefits,42,Non_Cash_Benefit_SSI__c,SSI (Non-Cash Benefit)?,HMIS: currently receiving SSI,Boolean,,False,False,,Assessment__c.Non_Cash_Benefit_SSI__c,,,,,,,,False,,,False,False
a0oRT000003NDgF,a0xVY0000043QTZYA2,Non-Cash Benefits,43,Non_Cash_Benefit_SSDI__c,SSDI (Non-Cash Benefit)?,HMIS: currently receiving SSDI,Boolean,,False,False,,Assessment__c.Non_Cash_Benefit_SSDI__c,,,,,,,,False,,,False,False
a0oRT000003NDgG,a0xVY0000043QTZYA2,Non-Cash Benefits,44,Non_Cash_Benefit_Other__c,Other Non-Cash Benefit?,HMIS: other non-cash benefit not listed above,Boolean,,False,False,,Assessment__c.Non_Cash_Benefit_Other__c,,,,,,,,False,,,False,False
a0oRT000003NDgH,a0xVY0000043QTZYA2,Non-Cash Benefits,45,Non_Cash_Benefit_Client_Does_Not_Know__c,Client Doesn't Know (Non-Cash Benefits)?,HMIS: client does not know their non-cash benefit status,Boolean,,False,False,,Assessment__c.Non_Cash_Benefit_Client_Does_Not_Know__c,,,,,,,,False,,,False,False
a0oRT000003NDgI,a0xVY0000043QTZYA2,Non-Cash Benefits,46,Non_Cash_Benefit_Data_Not_Collected__c,Non-Cash Benefit Data Not Collected?,HMIS: non-cash benefit data not collected at this time,Boolean,,False,False,,Assessment__c.Non_Cash_Benefit_Data_Not_Collected__c,,,,,,,,False,,,False,False
a0oRT000003NDgJ,a0xVY0000043QTZYA2,Foster Care History,47,Foster_Care_History__c,Foster Care History?,Has this person been in foster care?,Picklist,"[""Yes"",""No"",""Client doesn't know"",""Client refused""]",False,False,,Assessment__c.Foster_Care_History__c,,,,,,,,False,,,False,False
a0oRT000003NDgK,a0xVY0000043QTZYA2,Foster Care History,48,Foster_Care_Duration__c,Foster Care Duration,How long was this person in foster care?,Picklist,"[""Less than one year"",""1-3 years"",""3-5+ years""]",False,False,,Assessment__c.Foster_Care_Duration__c,,,,,,,,False,,,False,False
a0oRT000003NDgL,a0xVY0000043QTZYA2,Foster Care History,49,Foster_Care_Location__c,Foster Care State (Colorado or Out of State),State(s) where this person was in foster care,Text,,False,False,,Assessment__c.Foster_Care_Location__c,,,,,,,,False,,,False,False
a0oRT000003NDgM,a0xVY0000043QTZYA2,Juvenile Justice,50,Juvenile_Justice_Involvement__c,Juvenile Justice Involvement?,Has this person been involved with the juvenile justice system?,Picklist,"[""Yes"",""No"",""Client doesn't know"",""Client refused""]",False,False,,Assessment__c.Juvenile_Justice_Involvement__c,,,,,,,,False,,,False,False
a0oRT000003NDgN,a0xVY0000043QTZYA2,Juvenile Justice,51,Juvenile_Justice_Duration__c,Juvenile Justice Duration,How long was this person involved with the juvenile justice system?,Picklist,"[""Less than one year"",""1-3 years"",""3-5+ years""]",False,False,,Assessment__c.Juvenile_Justice_Duration__c,,,,,,,,False,,,False,False
a0oRT000003NDgO,a0xVY0000043QTZYA2,Education,52,Education_Level__c,Highest Education Level Completed,Highest level of education this person has completed,Picklist,"[""Less than high school"",""Some high school"",""High school diploma/GED"",""Some college"",""Associate degree"",""Bachelor's degree"",""Graduate degree"",""Other""]",False,False,,Assessment__c.Education_Level__c,,,,,,,,False,,,False,False
a0oRT000003NDgP,a0xVY0000043QTZYA2,Education,53,Currently_in_School__c,Currently Enrolled in School or Training?,Is this person currently enrolled in school or a training program?,Picklist,"[""Yes"",""No"",""Client Doesn't Know"",""Prefers Not to Answer""]",False,False,,Assessment__c.Currently_in_School__c,,,,,,,,False,,,False,False
a0oRT000003NDgQ,a0xVY0000043QTZYA2,Education,54,Interested_in_GED__c,Interested in GED or High School Equivalency?,Is this person interested in obtaining a GED or high school equivalency?,Picklist,"[""Yes"",""No"",""Already has diploma/GED"",""Client Doesn't Know"",""Prefers Not to Answer""]",False,False,,Assessment__c.Interested_in_GED__c,,,,,,,,False,,,False,False
a0oRT000003NDgR,a0xVY0000043QTZYA2,Disabilities,55,Physical_Disability__c,Physical Disability?,HMIS: does this person have a physical disability?,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Physical_Disability__c,,,,,,,,False,,,False,False
a0oRT000003NDgS,a0xVY0000043QTZYA2,Disabilities,56,Physical_Disability_Long_Term__c,Is Physical Disability Long-Term?,HMIS: expected to be of long-continued and indefinite duration,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Physical_Disability_Long_Term__c,,,,,,,,False,,,False,False
a0oRT000003NDgT,a0xVY0000043QTZYA2,Disabilities,57,Developmental_Disability__c,Developmental Disability?,HMIS: does this person have a developmental disability?,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Developmental_Disability__c,,,,,,,,False,,,False,False
a0oRT000003NDgU,a0xVY0000043QTZYA2,Disabilities,58,Developmental_Disability_Long_Term__c,Is Developmental Disability Long-Term?,HMIS: expected to be of long-continued and indefinite duration,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Developmental_Disability_Long_Term__c,,,,,,,,False,,,False,False
a0oRT000003NDgV,a0xVY0000043QTZYA2,Disabilities,59,Chronic_Health_Condition__c,Chronic Health Condition?,HMIS: does this person have a chronic health condition?,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Chronic_Health_Condition__c,,,,,,,,False,,,False,False
a0oRT000003NDgW,a0xVY0000043QTZYA2,Disabilities,60,Chronic_Health_Condition_Long_Term__c,Is Chronic Health Condition Long-Term?,HMIS: expected to be of long-continued and indefinite duration,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Chronic_Health_Condition_Long_Term__c,,,,,,,,False,,,False,False
a0oRT000003NDgX,a0xVY0000043QTZYA2,Disabilities,61,HIV_AIDS_Status__c,HIV / AIDS?,HMIS: does this person have HIV / AIDS?,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,True,,Assessment__c.HIV_AIDS_Status__c,,,,,,,,False,,,False,False
a0oRT000003NDgY,a0xVY0000043QTZYA2,Disabilities,62,Mental_Health_Disability__c,Mental Health Disability?,HMIS: does this person have a mental health disability?,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Mental_Health_Disability__c,,,,,,,,False,,,False,False
a0oRT000003NDgZ,a0xVY0000043QTZYA2,Disabilities,63,Mental_Health_Disability_Long_Term__c,Is Mental Health Disability Long-Term?,HMIS: expected to be of long-continued and indefinite duration,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Mental_Health_Disability_Long_Term__c,,,,,,,,False,,,False,False
a0oRT000003NDga,a0xVY0000043QTZYA2,Disabilities,64,Substance_Use_Disability__c,Substance Use Disorder?,HMIS: does this person have a substance use disorder?,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Substance_Use_Disability__c,,,,,,,,False,,,False,False
a0oRT000003NDgb,a0xVY0000043QTZYA2,Disabilities,65,Substance_Use_Disability_Long_Term__c,Is Substance Use Disorder Long-Term?,HMIS: expected to be of long-continued and indefinite duration,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,False,,Assessment__c.Substance_Use_Disability_Long_Term__c,,,,,,,,False,,,False,False
a0oRT000003NDgc,a0xVY0000043QTZYA2,Disabilities,66,Chronic_Health_Conditions__c,Describe Current Health Concerns or Chronic Conditions,"Narrative description of health concerns, conditions, or treatment needs",LongText,,False,False,,Assessment__c.Chronic_Health_Conditions__c,,,,,,,,False,,,False,False
a0oRT000003NDgd,a0xVY0000043QTZYA2,Medications,67,Current_Physical_Medications__c,Current Medications,"List all current medications, including dose and prescriber if known",LongText,,False,True,,Assessment__c.Current_Physical_Medications__c,,,,,,,,False,,,False,False
a0oRT000003NDge,a0xVY0000043QTZYA2,Domestic Violence,68,DV_Experience__c,Have You Experienced Domestic Violence?,"History of domestic violence, dating violence, sexual assault, or stalking",Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,True,,Assessment__c.DV_Experience__c,,,,,,,,False,,,False,False
a0oRT000003NDgf,a0xVY0000043QTZYA2,Domestic Violence,69,DV_How_Long_Ago__c,How Long Ago Did the Violence Occur?,Timeframe of most recent domestic violence incident,Picklist,"[""Within the past 3 months"",""3 to 6 months ago"",""6 to 12 months ago"",""1 year or more ago"",""Client Does Not Know"",""Prefers Not to Answer""]",False,True,,Assessment__c.DV_How_Long_Ago__c,,,,,,,,False,,,False,False
a0oRT000003NDgg,a0xVY0000043QTZYA2,Domestic Violence,70,Currently_Fleeing_DV__c,Are You Currently Fleeing Domestic Violence?,Is this person currently fleeing domestic violence or violence in the home?,Picklist,"[""Yes"",""No"",""Client Does Not Know"",""Prefers Not to Answer"",""Data Not Collected""]",False,True,,Assessment__c.Currently_Fleeing_DV__c,,,,,,,,False,,,False,False
a0oRT000003NDgh,a0xVY0000043QTZYA2,Domestic Violence,71,DV_Safety_Concerns__c,Safety Concerns and Planning Notes,"Current safety concerns, risks, and safety planning needs",LongText,,False,True,,Assessment__c.DV_Safety_Concerns__c,,,,,,,,False,,,False,False
a0oRT000003NDgi,a0xVY0000043QTZYA2,Pregnancy,72,Pregnant__c,Currently Pregnant?,Is this person currently pregnant?,Picklist,"[""Yes"",""No"",""Client doesn't know"",""Client refused""]",False,False,,Assessment__c.Pregnant__c,,,,,,,,False,,,False,False
a0oRT000003NDgj,a0xVY0000043QTZYA2,Pregnancy,73,Pregnancy_Due_Date__c,Expected Due Date,Expected due date if pregnant,Date,,False,False,,Assessment__c.Pregnancy_Due_Date__c,,,,,,,,False,,,False,False
a0oRT000003NDgk,a0xVY0000043QTZYA2,Safety Screening,74,,Work Exploitation: Has anyone taken the client's earnings or not paid them for work they performed?,Human trafficking work exploitation screening indicator (HMIS HUD 4.11),Boolean,,False,True,,,,,,,,,,False,,,False,False
a0oRT000003NDgl,a0xVY0000043QTZYA2,Safety Screening,75,,"Commercial Sexual Exploitation: Has anyone pressured or forced the client into sexual activity for money, housing, food, or other things?",Human trafficking commercial sexual exploitation screening indicator (HMIS HUD 4.11),Boolean,,False,True,,,,,,,,,,False,,,False,False
a0oRT000003NDgm,a0xVY0000043QTZYA2,Safety Screening,76,Risk_Safety_Notes__c,Safety Screening Notes,"Staff notes on safety screening, risk indicators, or follow-up needed",LongText,,False,True,,Assessment__c.Risk_Safety_Notes__c,,,,,,,,False,,,False,False
a0oRT000003NDgn,a0xVY0000043QTZYA2,Presenting Problem,77,Presenting_Problem__c,What Brought the Client to Drop-In or Outreach Today?,"Presenting concern, reason for visit, or immediate needs",LongText,,False,False,,Assessment__c.Presenting_Problem__c,,,,,,,,False,,,False,False
a0oRT000003NDgo,a0xVY0000043QTZYA2,Presenting Problem,78,Other_Social_Info__c,"Services, Supports, or Referrals the Client Is Interested In",Services requested or referrals to explore during this visit,LongText,,False,False,,Assessment__c.Other_Social_Info__c,,,,,,,,False,,,False,False
a0oRT000003NDgp,a0xVY0000043QTZYA2,Presenting Problem,79,,Additional Intake Notes or Observations,"Any additional context, observations, or follow-up items not captured above",LongText,,False,False,,,,,,,,,,False,,,False,False
