Name,Category__c,Active__c,Available_for_Mobile__c,Allow_Benefits_Disbursement__c,Allow_Goal_Assignment__c,Allow_Diagnoses__c,Add_Staff_Signature_Block__c,Diagnoses_Policy__c,Goals_Policy__c,Staff_Signature_Policy__c,Client_Signature_Policy__c,Housing_Benefit_Policy__c,Clinical_Benefit_Policy__c,Income_Benefits_Policy__c,Demographics_Policy__c,Consent_Required__c,Data_Retention_Days__c,Clinical__c,cpt_note_type__c,has_cpt_codes__c,UUID__c
Treatment Plan,Treatment Plan,true,false,false,false,false,false,Optional,Required,Required,Required,Hidden,Hidden,Hidden,Optional,false,,false,,false,37d8d8fb6a444174a59c805d2c248d9b
