Id,Name,NPSP_ID__c,IsActive,Available_for_Housing__c,Available_for_Program_Engagement__c,Available_for_Case_Management__c,Available_for_Clinical__c,Available_for_Peer__c
0jiVY00000002LdYAI,Group service-Creative explorations - Outreach,a0e4M00000IMjXMQA1-Outreach,true,false,false,false,false,false
0jiVY000000020wYAA,Group service-Creative explorations - Shelter,a0e4M00000IMjXMQA1-Shelter,true,false,false,false,false,false
0jiVY00000001LYYAY,Group service-Creative explorations - TLP,a0e4M00000IMjXMQA1-TLP,true,false,false,false,false,false
0jiVY00000001qeYAA,Group service-Field trip or outing - 1440,a0e8X00000mHh2KQAS-1440,true,false,false,false,false,false
0jiVY00000001gEYAQ,Group service-Field trip or outing - Chase,a0e8X00000mHh2KQAS-Chase,true,false,false,false,false,false
0jiVY00000002BLYAY,Group service-Field trip or outing - Drop-In,a0e8X00000mHh2KQAS-Drop-In,true,false,false,false,false,false
0jiVY00000002LeYAI,Group service-Field trip or outing - Outreach,a0e8X00000mHh2KQAS-Outreach,true,false,false,false,false,false
0jiVY000000020xYAA,Group service-Field trip or outing - Shelter,a0e8X00000mHh2KQAS-Shelter,true,false,false,false,false,false
0jiVY00000001LZYAY,Group service-Field trip or outing - TLP,a0e8X00000mHh2KQAS-TLP,true,false,false,false,false,false
0jiVY00000001qfYAA,Group service-Games - 1440,a0e4M00000I75pvQAB-1440,true,false,false,false,false,false
0jiVY00000001gFYAQ,Group service-Games - Chase,a0e4M00000I75pvQAB-Chase,true,false,false,false,false,false
0jiVY00000002BMYAY,Group service-Games - Drop-In,a0e4M00000I75pvQAB-Drop-In,true,false,false,false,false,false
0jiVY00000002jRYAQ,Group service-Games - Nest 56,a0e4M00000I75pvQAB-Nest 56,true,false,false,false,false,false
0jiVY00000002LfYAI,Group service-Games - Outreach,a0e4M00000I75pvQAB-Outreach,true,false,false,false,false,false
0jiVY000000020yYAA,Group service-Games - Shelter,a0e4M00000I75pvQAB-Shelter,true,false,false,false,false,false
0jiVY00000001LaYAI,Group service-Games - TLP,a0e4M00000I75pvQAB-TLP,true,false,false,false,false,false
0jiVY00000001qgYAA,Group service-LGBTQ+ support - 1440,a0e6100000B0rthAAB-1440,true,false,false,false,false,false
0jiVY00000001gGYAQ,Group service-LGBTQ+ support - Chase,a0e6100000B0rthAAB-Chase,true,false,false,false,false,false
0jiVY00000002BNYAY,Group service-LGBTQ+ support - Drop-In,a0e6100000B0rthAAB-Drop-In,true,false,false,false,false,false
0jiVY00000001VsYAI,Group service-LGBTQ+ support - Nest56,a0e6100000B0rthAAB-Nest,true,false,false,false,false,false
0jiVY00000002LgYAI,Group service-LGBTQ+ support - Outreach,a0e6100000B0rthAAB-Outreach,true,false,false,false,false,false
0jiVY000000020zYAA,Group service-LGBTQ+ support - Shelter,a0e6100000B0rthAAB-Shelter,true,false,false,false,false,false
0jiVY00000001LbYAI,Group service-LGBTQ+ support - TLP,a0e6100000B0rthAAB-TLP,true,false,false,false,false,false
0jiVY00000001qhYAA,Group Service-Life Skills - 1440,a0e610000029GrzAAE-1440,true,false,false,false,false,false
0jiVY00000001gHYAQ,Group Service-Life Skills - Chase,a0e610000029GrzAAE-Chase,true,false,false,false,false,false
0jiVY00000002BOYAY,Group Service-Life Skills - Drop-In,a0e610000029GrzAAE-Drop-In,true,false,false,false,false,false
0jiVY00000002jcYAA,Group Service-Life Skills - Nest 56,a0e610000029GrzAAE-Nest 56,true,false,false,false,false,false
0jiVY00000002LhYAI,Group Service-Life Skills - Outreach,a0e610000029GrzAAE-Outreach,true,false,false,false,false,false
0jiVY0000000210YAA,Group Service-Life Skills - Shelter,a0e610000029GrzAAE-Shelter,true,false,false,false,false,false
0jiVY00000001LcYAI,Group Service-Life Skills - TLP,a0e610000029GrzAAE-TLP,true,false,false,false,false,false
0jiVY00000001qiYAA,Group service-Peer support - 1440,a0e8X00000mG6YlQAK-1440,true,false,false,false,false,false
0jiVY00000001gIYAQ,Group service-Peer support - Chase,a0e8X00000mG6YlQAK-Chase,true,false,false,false,false,false
0jiVY00000002BPYAY,Group service-Peer support - Drop-In,a0e8X00000mG6YlQAK-Drop-In,true,false,false,false,false,false
0jiVY00000002LiYAI,Group service-Peer support - Outreach,a0e8X00000mG6YlQAK-Outreach,true,false,false,false,false,false
0jiVY0000000211YAA,Group service-Peer support - Shelter,a0e8X00000mG6YlQAK-Shelter,true,false,false,false,false,false
0jiVY00000001LdYAI,Group service-Peer support - TLP,a0e8X00000mG6YlQAK-TLP,true,false,false,false,false,false
0jiVY00000001qjYAA,Group service-Prosocial or recreational activity on-site - 1440,a0e8X00000mHh2PQAS-1440,true,false,false,false,false,false
0jiVY00000001gJYAQ,Group service-Prosocial or recreational activity on-site - Chase,a0e8X00000mHh2PQAS-Chase,true,false,false,false,false,false
0jiVY00000002BQYAY,Group service-Prosocial or recreational activity on-site - Drop-In,a0e8X00000mHh2PQAS-Drop-In,true,false,false,false,false,false
0jiVY00000002k1YAA,Group service-Prosocial or recreational activity on-site - Nest 56,a0e8X00000mHh2PQAS-Nest 56,true,false,false,false,false,false
0jiVY00000002LjYAI,Group service-Prosocial or recreational activity on-site - Outreach,a0e8X00000mHh2PQAS-Outreach,true,false,false,false,false,false
0jiVY0000000212YAA,Group service-Prosocial or recreational activity on-site - Shelter,a0e8X00000mHh2PQAS-Shelter,true,false,false,false,false,false
0jiVY00000001LeYAI,Group service-Prosocial or recreational activity on-site - TLP,a0e8X00000mHh2PQAS-TLP,true,false,false,false,false,false
0jiVY00000001qkYAA,Group service-Sexual health support - 1440,a0e4M00000IYdUEQA1-1440,true,false,false,false,false,false
0jiVY00000001gKYAQ,Group service-Sexual health support - Chase,a0e4M00000IYdUEQA1-Chase,true,false,false,false,false,false
0jiVY00000002BRYAY,Group service-Sexual health support - Drop-In,a0e4M00000IYdUEQA1-Drop-In,true,false,false,false,false,false
0jiVY00000002LkYAI,Group service-Sexual health support - Outreach,a0e4M00000IYdUEQA1-Outreach,true,false,false,false,false,false
0jiVY0000000213YAA,Group service-Sexual health support - Shelter,a0e4M00000IYdUEQA1-Shelter,true,false,false,false,false,false
0jiVY00000001LfYAI,Group service-Sexual health support - TLP,a0e4M00000IYdUEQA1-TLP,true,false,false,false,false,false
0jiVY00000001qlYAA,Group service-Tenant association - 1440,a0e4M00000IMcCfQAL-1440,true,false,false,false,false,false
0jiVY00000001gLYAQ,Group service-Tenant association - Chase,a0e4M00000IMcCfQAL-Chase,true,false,false,false,false,false
0jiVY00000002BSYAY,Group service-Tenant association - Drop-In,a0e4M00000IMcCfQAL-Drop-In,true,false,false,false,false,false
0jiVY00000002jTYAQ,Group service-Tenant association - Nest 56,a0e4M00000IMcCfQAL-Nest 56,true,false,false,false,false,false
0jiVY00000002LlYAI,Group service-Tenant association - Outreach,a0e4M00000IMcCfQAL-Outreach,true,false,false,false,false,false
0jiVY0000000214YAA,Group service-Tenant association - Shelter,a0e4M00000IMcCfQAL-Shelter,true,false,false,false,false,false
0jiVY00000001LgYAI,Group service-Tenant association - TLP,a0e4M00000IMcCfQAL-TLP,true,false,false,false,false,false
0jiVY00000003HFYAY,Harm reduction kit - Outreach,,true,false,false,false,false,false
0jiVY00000002BYYAY,Harvest of Hope Referral - Drop-In,a0e4M00000I79oyQAB-Drop-In,true,false,false,false,false,false
0jiVY00000002LrYAI,Harvest of Hope Referral - Outreach,a0e4M00000I79oyQAB-Outreach,true,false,false,false,false,false
0jiVY00000001qtYAA,Health-First aid or hygiene supply provided - 1440,a0e610000029NIuAAM-1440,true,false,false,false,false,false
0jiVY00000001gTYAQ,Health-First aid or hygiene supply provided - Chase,a0e610000029NIuAAM-Chase,true,false,false,false,false,false
0jiVY00000002BaYAI,Health-First aid or hygiene supply provided - Drop-In,a0e610000029NIuAAM-Drop-In,true,false,false,false,false,false
0jiVY00000002jdYAA,Health-First aid or hygiene supply provided - Nest 56,a0e610000029NIuAAM-Nest 56,true,false,false,false,false,false
0jiVY00000002LtYAI,Health-First aid or hygiene supply provided - Outreach,a0e610000029NIuAAM-Outreach,true,false,false,false,false,false
0jiVY000000021CYAQ,Health-First aid or hygiene supply provided - Shelter,a0e610000029NIuAAM-Shelter,true,false,false,false,false,false
0jiVY00000001LoYAI,Health-First aid or hygiene supply provided - TLP,a0e610000029NIuAAM-TLP,true,false,false,false,false,false
0jiVY00000001quYAA,Health-General sexual health support - 1440,a0e4M00000INAHPQA5-1440,true,false,false,false,false,false
0jiVY00000001gUYAQ,Health-General sexual health support - Chase,a0e4M00000INAHPQA5-Chase,true,false,false,false,false,false
0jiVY00000002BbYAI,Health-General sexual health support - Drop-In,a0e4M00000INAHPQA5-Drop-In,true,false,false,false,false,false
0jiVY00000002LuYAI,Health-General sexual health support - Outreach,a0e4M00000INAHPQA5-Outreach,true,false,false,false,false,false
0jiVY000000021DYAQ,Health-General sexual health support - Shelter,a0e4M00000INAHPQA5-Shelter,true,false,false,false,false,false
0jiVY00000001LpYAI,Health-General sexual health support - TLP,a0e4M00000INAHPQA5-TLP,true,false,false,false,false,false
0jiVY00000001qvYAA,Health-Medical appointment-Offsite - 1440,a0e8X00000mHiLrQAK-1440,true,false,false,false,false,false
0jiVY00000001gVYAQ,Health-Medical appointment-Offsite - Chase,a0e8X00000mHiLrQAK-Chase,true,false,false,false,false,false
0jiVY00000002BcYAI,Health-Medical appointment-Offsite - Drop-In,a0e8X00000mHiLrQAK-Drop-In,true,false,false,false,false,false
0jiVY00000002LvYAI,Health-Medical appointment-Offsite - Outreach,a0e8X00000mHiLrQAK-Outreach,true,false,false,false,false,false
0jiVY000000021EYAQ,Health-Medical appointment-Offsite - Shelter,a0e8X00000mHiLrQAK-Shelter,true,false,false,false,false,false
0jiVY00000001LqYAI,Health-Medical appointment-Offsite - TLP,a0e8X00000mHiLrQAK-TLP,true,false,false,false,false,false
0jiVY00000001qwYAA,Health-Medical appointment-Onsite - 1440,a0e4M00000IN1WvQAL-1440,true,false,false,false,false,false
0jiVY00000001gWYAQ,Health-Medical appointment-Onsite - Chase,a0e4M00000IN1WvQAL-Chase,true,false,false,false,false,false
0jiVY00000002BdYAI,Health-Medical appointment-Onsite - Drop-In,a0e4M00000IN1WvQAL-Drop-In,true,false,false,false,false,false
0jiVY00000002jVYAQ,Health-Medical appointment-Onsite - Nest 56,a0e4M00000IN1WvQAL-Nest 56,true,false,false,false,false,false
0jiVY00000002LwYAI,Health-Medical appointment-Onsite - Outreach,a0e4M00000IN1WvQAL-Outreach,true,false,false,false,false,false
0jiVY000000021FYAQ,Health-Medical appointment-Onsite - Shelter,a0e4M00000IN1WvQAL-Shelter,true,false,false,false,false,false
0jiVY00000001LrYAI,Health-Medical appointment-Onsite - TLP,a0e4M00000IN1WvQAL-TLP,true,false,false,false,false,false
0jiVY00000001r4YAA,Housing - 1440,a0e6100000Bsl4gAAB-1440,true,false,false,false,false,false
0jiVY00000001geYAA,Housing - Chase,a0e6100000Bsl4gAAB-Chase,true,false,false,false,false,false
0jiVY00000001WGYAY,Housing - Nest56,a0e6100000Bsl4gAAB-Nest,true,false,false,false,false,false
0jiVY000000021NYAQ,Housing - Shelter,a0e6100000Bsl4gAAB-Shelter,true,false,false,false,false,false
0jiVY00000001LzYAI,Housing - TLP,a0e6100000Bsl4gAAB-TLP,true,false,false,false,false,false
0jiVY00000001r5YAA,Housing application support - 1440,a0e8X00000mHh1mQAC-1440,true,false,false,false,false,false
0jiVY00000001gfYAA,Housing application support - Chase,a0e8X00000mHh1mQAC-Chase,true,false,false,false,false,false
0jiVY00000002BmYAI,Housing application support - Drop-In,a0e8X00000mHh1mQAC-Drop-In,true,false,false,false,false,false
0jiVY00000002jzYAA,Housing application support - Nest 56,a0e8X00000mHh1mQAC-Nest 56,true,false,false,false,false,false
0jiVY00000002M5YAI,Housing application support - Outreach,a0e8X00000mHh1mQAC-Outreach,true,false,false,false,false,false
0jiVY000000021OYAQ,Housing application support - Shelter,a0e8X00000mHh1mQAC-Shelter,true,false,false,false,false,false
0jiVY00000001M0YAI,Housing application support - TLP,a0e8X00000mHh1mQAC-TLP,true,false,false,false,false,false
0jiVY000000037ZYAQ,Housing Retention- Rental Assistance with Budget,,true,false,false,false,false,false
0jiVY00000001r7YAA,Housing search support - 1440,a0e8X00000mHh2UQAS-1440,true,false,false,false,false,false
0jiVY00000001ghYAA,Housing search support - Chase,a0e8X00000mHh2UQAS-Chase,true,false,false,false,false,false
0jiVY00000002BoYAI,Housing search support - Drop-In,a0e8X00000mHh2UQAS-Drop-In,true,false,false,false,false,false
0jiVY00000002M7YAI,Housing search support - Outreach,a0e8X00000mHh2UQAS-Outreach,true,false,false,false,false,false
0jiVY000000021QYAQ,Housing search support - Shelter,a0e8X00000mHh2UQAS-Shelter,true,false,false,false,false,false
0jiVY00000001M2YAI,Housing search support - TLP,a0e8X00000mHh2UQAS-TLP,true,false,false,false,false,false
0jiVY00000001r8YAA,Housing-Apartment maintenance/hygiene support - 1440,a0e4M00000Di7C9QAJ-1440,true,false,false,false,false,false
0jiVY00000001giYAA,Housing-Apartment maintenance/hygiene support - Chase,a0e4M00000Di7C9QAJ-Chase,true,false,false,false,false,false
0jiVY00000002BpYAI,Housing-Apartment maintenance/hygiene support - Drop-In,a0e4M00000Di7C9QAJ-Drop-In,true,false,false,false,false,false
0jiVY00000002jQYAQ,Housing-Apartment maintenance/hygiene support - Nest 56,a0e4M00000Di7C9QAJ-Nest 56,true,false,false,false,false,false
0jiVY00000002M8YAI,Housing-Apartment maintenance/hygiene support - Outreach,a0e4M00000Di7C9QAJ-Outreach,true,false,false,false,false,false
0jiVY000000021RYAQ,Housing-Apartment maintenance/hygiene support - Shelter,a0e4M00000Di7C9QAJ-Shelter,true,false,false,false,false,false
0jiVY00000001M3YAI,Housing-Apartment maintenance/hygiene support - TLP,a0e4M00000Di7C9QAJ-TLP,true,false,false,false,false,false
0jiVY00000001r9YAA,Housing-Landlord interview or visit support - 1440,a0e8X00000mHh2QQAS-1440,true,false,false,false,false,false
0jiVY00000001gjYAA,Housing-Landlord interview or visit support - Chase,a0e8X00000mHh2QQAS-Chase,true,false,false,false,false,false
0jiVY00000002BqYAI,Housing-Landlord interview or visit support - Drop-In,a0e8X00000mHh2QQAS-Drop-In,true,false,false,false,false,false
0jiVY00000002M9YAI,Housing-Landlord interview or visit support - Outreach,a0e8X00000mHh2QQAS-Outreach,true,false,false,false,false,false
0jiVY000000021SYAQ,Housing-Landlord interview or visit support - Shelter,a0e8X00000mHh2QQAS-Shelter,true,false,false,false,false,false
0jiVY00000001M4YAI,Housing-Landlord interview or visit support - TLP,a0e8X00000mHh2QQAS-TLP,true,false,false,false,false,false
0jiVY00000001rAYAQ,Housing-Lease education - 1440,a0e8X00000mHh2eQAC-1440,true,false,false,false,false,false
0jiVY00000001gkYAA,Housing-Lease education - Chase,a0e8X00000mHh2eQAC-Chase,true,false,false,false,false,false
0jiVY00000002BrYAI,Housing-Lease education - Drop-In,a0e8X00000mHh2eQAC-Drop-In,true,false,false,false,false,false
0jiVY00000002MAYAY,Housing-Lease education - Outreach,a0e8X00000mHh2eQAC-Outreach,true,false,false,false,false,false
0jiVY000000021TYAQ,Housing-Lease education - Shelter,a0e8X00000mHh2eQAC-Shelter,true,false,false,false,false,false
0jiVY00000001M5YAI,Housing-Lease education - TLP,a0e8X00000mHh2eQAC-TLP,true,false,false,false,false,false
0jiVY00000001rBYAQ,Housing-Lease renewal support - 1440,a0e8X00000mHh1nQAC-1440,true,false,false,false,false,false
0jiVY00000001glYAA,Housing-Lease renewal support - Chase,a0e8X00000mHh1nQAC-Chase,true,false,false,false,false,false
0jiVY00000002BsYAI,Housing-Lease renewal support - Drop-In,a0e8X00000mHh1nQAC-Drop-In,true,false,false,false,false,false
0jiVY00000002MBYAY,Housing-Lease renewal support - Outreach,a0e8X00000mHh1nQAC-Outreach,true,false,false,false,false,false
0jiVY000000021UYAQ,Housing-Lease renewal support - Shelter,a0e8X00000mHh1nQAC-Shelter,true,false,false,false,false,false
0jiVY00000001M6YAI,Housing-Lease renewal support - TLP,a0e8X00000mHh1nQAC-TLP,true,false,false,false,false,false
0jiVY00000001rCYAQ,Housing-Lease violation follow-up support - 1440,a0e8X00000nslN3QAI-1440,true,false,false,false,false,false
0jiVY00000001gmYAA,Housing-Lease violation follow-up support - Chase,a0e8X00000nslN3QAI-Chase,true,false,false,false,false,false
0jiVY00000002BtYAI,Housing-Lease violation follow-up support - Drop-In,a0e8X00000nslN3QAI-Drop-In,true,false,false,false,false,false
0jiVY00000002k8YAA,Housing-Lease violation follow-up support - Nest 56,a0e8X00000nslN3QAI-Nest 56,true,false,false,false,false,false
0jiVY00000002MCYAY,Housing-Lease violation follow-up support - Outreach,a0e8X00000nslN3QAI-Outreach,true,false,false,false,false,false
0jiVY000000021VYAQ,Housing-Lease violation follow-up support - Shelter,a0e8X00000nslN3QAI-Shelter,true,false,false,false,false,false
0jiVY00000001M7YAI,Housing-Lease violation follow-up support - TLP,a0e8X00000nslN3QAI-TLP,true,false,false,false,false,false
0jiVY00000001rDYAQ,Housing-Move in assistance - 1440,a0e8X00000mHh2tQAC-1440,true,false,false,false,false,false
0jiVY00000001nHYAQ,Housing-Move in assistance - Chase,a0e8X00000mHh2tQAC-Chase,true,false,false,false,false,false
0jiVY00000002BuYAI,Housing-Move in assistance - Drop-In,a0e8X00000mHh2tQAC-Drop-In,true,false,false,false,false,false
0jiVY00000002k2YAA,Housing-Move in assistance - Nest 56,a0e8X00000mHh2tQAC-Nest 56,true,false,false,false,false,false
0jiVY00000002MDYAY,Housing-Move in assistance - Outreach,a0e8X00000mHh2tQAC-Outreach,true,false,false,false,false,false
0jiVY000000021WYAQ,Housing-Move in assistance - Shelter,a0e8X00000mHh2tQAC-Shelter,true,false,false,false,false,false
0jiVY00000001M8YAI,Housing-Move in assistance - TLP,a0e8X00000mHh2tQAC-TLP,true,false,false,false,false,false
0jiVY00000001rEYAQ,Housing-Move out assistance - 1440,a0e8X00000nslNdQAI-1440,true,false,false,false,false,false
0jiVY00000001nIYAQ,Housing-Move out assistance - Chase,a0e8X00000nslNdQAI-Chase,true,false,false,false,false,false
0jiVY00000002BvYAI,Housing-Move out assistance - Drop-In,a0e8X00000nslNdQAI-Drop-In,true,false,false,false,false,false
0jiVY00000002MEYAY,Housing-Move out assistance - Outreach,a0e8X00000nslNdQAI-Outreach,true,false,false,false,false,false
0jiVY000000021XYAQ,Housing-Move out assistance - Shelter,a0e8X00000nslNdQAI-Shelter,true,false,false,false,false,false
0jiVY00000001M9YAI,Housing-Move out assistance - TLP,a0e8X00000nslNdQAI-TLP,true,false,false,false,false,false
0jiVY00000001rFYAQ,Housing-New tenant orientation - 1440,a0e8X00000mHh38QAC-1440,true,false,false,false,false,false
0jiVY00000001nJYAQ,Housing-New tenant orientation - Chase,a0e8X00000mHh38QAC-Chase,true,false,false,false,false,false
0jiVY00000002BwYAI,Housing-New tenant orientation - Drop-In,a0e8X00000mHh38QAC-Drop-In,true,false,false,false,false,false
0jiVY00000002k3YAA,Housing-New tenant orientation - Nest 56,a0e8X00000mHh38QAC-Nest 56,true,false,false,false,false,false
0jiVY00000002MFYAY,Housing-New tenant orientation - Outreach,a0e8X00000mHh38QAC-Outreach,true,false,false,false,false,false
0jiVY000000021YYAQ,Housing-New tenant orientation - Shelter,a0e8X00000mHh38QAC-Shelter,true,false,false,false,false,false
0jiVY00000001MAYAY,Housing-New tenant orientation - TLP,a0e8X00000mHh38QAC-TLP,true,false,false,false,false,false
0jiVY00000001rGYAQ,Housing-related disability accommodation - 1440,a0e8X00000mHh3XQAS-1440,true,false,false,false,false,false
0jiVY00000001nKYAQ,Housing-related disability accommodation - Chase,a0e8X00000mHh3XQAS-Chase,true,false,false,false,false,false
0jiVY00000002BxYAI,Housing-related disability accommodation - Drop-In,a0e8X00000mHh3XQAS-Drop-In,true,false,false,false,false,false
0jiVY00000002MGYAY,Housing-related disability accommodation - Outreach,a0e8X00000mHh3XQAS-Outreach,true,false,false,false,false,false
0jiVY000000021ZYAQ,Housing-related disability accommodation - Shelter,a0e8X00000mHh3XQAS-Shelter,true,false,false,false,false,false
0jiVY00000001MBYAY,Housing-related disability accommodation - TLP,a0e8X00000mHh3XQAS-TLP,true,false,false,false,false,false
0jiVY00000001rHYAQ,Housing-Rent support - 1440,a0e8X00000nslNmQAI-1440,true,false,false,false,false,false
0jiVY00000001nLYAQ,Housing-Rent support - Chase,a0e8X00000nslNmQAI-Chase,true,false,false,false,false,false
0jiVY00000002ByYAI,Housing-Rent support - Drop-In,a0e8X00000nslNmQAI-Drop-In,true,false,false,false,false,false
0jiVY00000002k9YAA,Housing-Rent support - Nest 56,a0e8X00000nslNmQAI-Nest 56,true,false,false,false,false,false
0jiVY00000002MHYAY,Housing-Rent support - Outreach,a0e8X00000nslNmQAI-Outreach,true,false,false,false,false,false
0jiVY000000021aYAA,Housing-Rent support - Shelter,a0e8X00000nslNmQAI-Shelter,true,false,false,false,false,false
0jiVY00000001MCYAY,Housing-Rent support - TLP,a0e8X00000nslNmQAI-TLP,true,false,false,false,false,false
0jiVY00000001rIYAQ,Housing-Tenant rights education - 1440,a0e8X00000mHh2RQAS-1440,true,false,false,false,false,false
0jiVY00000001nMYAQ,Housing-Tenant rights education - Chase,a0e8X00000mHh2RQAS-Chase,true,false,false,false,false,false
0jiVY00000002BzYAI,Housing-Tenant rights education - Drop-In,a0e8X00000mHh2RQAS-Drop-In,true,false,false,false,false,false
0jiVY00000002MIYAY,Housing-Tenant rights education - Outreach,a0e8X00000mHh2RQAS-Outreach,true,false,false,false,false,false
0jiVY000000021bYAA,Housing-Tenant rights education - Shelter,a0e8X00000mHh2RQAS-Shelter,true,false,false,false,false,false
0jiVY00000001MDYAY,Housing-Tenant rights education - TLP,a0e8X00000mHh2RQAS-TLP,true,false,false,false,false,false
0jiVY00000001rJYAQ,Housing-Tenant-based voucher support - 1440,a0e8X00000mHpKFQA0-1440,true,false,false,false,false,false
0jiVY00000001nNYAQ,Housing-Tenant-based voucher support - Chase,a0e8X00000mHpKFQA0-Chase,true,false,false,false,false,false
0jiVY00000002C0YAI,Housing-Tenant-based voucher support - Drop-In,a0e8X00000mHpKFQA0-Drop-In,true,false,false,false,false,false
0jiVY00000002MJYAY,Housing-Tenant-based voucher support - Outreach,a0e8X00000mHpKFQA0-Outreach,true,false,false,false,false,false
0jiVY000000021cYAA,Housing-Tenant-based voucher support - Shelter,a0e8X00000mHpKFQA0-Shelter,true,false,false,false,false,false
0jiVY00000001MEYAY,Housing-Tenant-based voucher support - TLP,a0e8X00000mHpKFQA0-TLP,true,false,false,false,false,false
0jiVY00000001rKYAQ,Housing-Voucher income verification - 1440,a0e8X00000mHpK0QAK-1440,true,false,false,false,false,false
0jiVY00000001nOYAQ,Housing-Voucher income verification - Chase,a0e8X00000mHpK0QAK-Chase,true,false,false,false,false,false
0jiVY00000002C1YAI,Housing-Voucher income verification - Drop-In,a0e8X00000mHpK0QAK-Drop-In,true,false,false,false,false,false
0jiVY00000002MKYAY,Housing-Voucher income verification - Outreach,a0e8X00000mHpK0QAK-Outreach,true,false,false,false,false,false
0jiVY000000021dYAA,Housing-Voucher income verification - Shelter,a0e8X00000mHpK0QAK-Shelter,true,false,false,false,false,false
0jiVY00000001MFYAY,Housing-Voucher income verification - TLP,a0e8X00000mHpK0QAK-TLP,true,false,false,false,false,false
0jiVY00000001rLYAQ,Housing-Voucher recertification - 1440,a0e8X00000mHpKAQA0-1440,true,false,false,false,false,false
0jiVY00000001nPYAQ,Housing-Voucher recertification - Chase,a0e8X00000mHpKAQA0-Chase,true,false,false,false,false,false
0jiVY00000002C2YAI,Housing-Voucher recertification - Drop-In,a0e8X00000mHpKAQA0-Drop-In,true,false,false,false,false,false
0jiVY00000002MLYAY,Housing-Voucher recertification - Outreach,a0e8X00000mHpKAQA0-Outreach,true,false,false,false,false,false
0jiVY000000021eYAA,Housing-Voucher recertification - Shelter,a0e8X00000mHpKAQA0-Shelter,true,false,false,false,false,false
0jiVY00000001MGYAY,Housing-Voucher recertification - TLP,a0e8X00000mHpKAQA0-TLP,true,false,false,false,false,false
0jiVY00000001rNYAQ,ID and vital documents general support - 1440,a0e6100000Bsl4qAAB-1440,true,false,false,false,false,false
0jiVY00000001nRYAQ,ID and vital documents general support - Chase,a0e6100000Bsl4qAAB-Chase,true,false,false,false,false,false
0jiVY00000002C4YAI,ID and vital documents general support - Drop-In,a0e6100000Bsl4qAAB-Drop-In,true,false,false,false,false,false
0jiVY00000002jrYAA,ID and vital documents general support - Nest 56,a0e6100000Bsl4qAAB-Nest 56,true,false,false,false,false,false
0jiVY00000002MNYAY,ID and vital documents general support - Outreach,a0e6100000Bsl4qAAB-Outreach,true,false,false,false,false,false
0jiVY000000021gYAA,ID and vital documents general support - Shelter,a0e6100000Bsl4qAAB-Shelter,true,false,false,false,false,false
0jiVY00000001MIYAY,ID and vital documents general support - TLP,a0e6100000Bsl4qAAB-TLP,true,false,false,false,false,false
0jiVY00000001rOYAQ,ID and vital documents secured-Outcome - 1440,a0e6100000BtTMVAA3-1440,true,false,false,false,false,false
0jiVY00000001nSYAQ,ID and vital documents secured-Outcome - Chase,a0e6100000BtTMVAA3-Chase,true,false,false,false,false,false
0jiVY00000002C5YAI,ID and vital documents secured-Outcome - Drop-In,a0e6100000BtTMVAA3-Drop-In,true,false,false,false,false,false
0jiVY00000002MOYAY,ID and vital documents secured-Outcome - Outreach,a0e6100000BtTMVAA3-Outreach,true,false,false,false,false,false
0jiVY000000021hYAA,ID and vital documents secured-Outcome - Shelter,a0e6100000BtTMVAA3-Shelter,true,false,false,false,false,false
0jiVY00000001MJYAY,ID and vital documents secured-Outcome - TLP,a0e6100000BtTMVAA3-TLP,true,false,false,false,false,false
0jiVY00000001rRYAQ,Interaction with participant's school - 1440,a0e8X00000mHiLhQAK-1440,true,false,false,false,false,false
0jiVY00000001nVYAQ,Interaction with participant's school - Chase,a0e8X00000mHiLhQAK-Chase,true,false,false,false,false,false
0jiVY00000002C8YAI,Interaction with participant's school - Drop-In,a0e8X00000mHiLhQAK-Drop-In,true,false,false,false,false,false
0jiVY00000002MRYAY,Interaction with participant's school - Outreach,a0e8X00000mHiLhQAK-Outreach,true,false,false,false,false,false
0jiVY000000021kYAA,Interaction with participant's school - Shelter,a0e8X00000mHiLhQAK-Shelter,true,false,false,false,false,false
0jiVY00000001MMYAY,Interaction with participant's school - TLP,a0e8X00000mHiLhQAK-TLP,true,false,false,false,false,false
0jiVY00000001rUYAQ,Legal issue general support - 1440,a0e6100000Bsl4vAAB-1440,true,false,false,false,false,false
0jiVY00000001nYYAQ,Legal issue general support - Chase,a0e6100000Bsl4vAAB-Chase,true,false,false,false,false,false
0jiVY00000002CBYAY,Legal issue general support - Drop-In,a0e6100000Bsl4vAAB-Drop-In,true,false,false,false,false,false
0jiVY00000002jsYAA,Legal issue general support - Nest 56,a0e6100000Bsl4vAAB-Nest 56,true,false,false,false,false,false
0jiVY00000002MUYAY,Legal issue general support - Outreach,a0e6100000Bsl4vAAB-Outreach,true,false,false,false,false,false
0jiVY000000021nYAA,Legal issue general support - Shelter,a0e6100000Bsl4vAAB-Shelter,true,false,false,false,false,false
0jiVY00000001MPYAY,Legal issue general support - TLP,a0e6100000Bsl4vAAB-TLP,true,false,false,false,false,false
0jiVY00000001rYYAQ,LGBTQ+ support - 1440,a0e8X00000mHpVrQAK-1440,true,false,false,false,false,false
0jiVY00000001ncYAA,LGBTQ+ support - Chase,a0e8X00000mHpVrQAK-Chase,true,false,false,false,false,false
0jiVY00000002CFYAY,LGBTQ+ support - Drop-In,a0e8X00000mHpVrQAK-Drop-In,true,false,false,false,false,false
