Id,Name,NPSP_ID__c,IsActive,Available_for_Housing__c,Available_for_Program_Engagement__c,Available_for_Case_Management__c,Available_for_Clinical__c,Available_for_Peer__c
0jiVY00000002MYYAY,LGBTQ+ support - Outreach,a0e8X00000mHpVrQAK-Outreach,true,false,false,false,false,false
0jiVY000000021rYAA,LGBTQ+ support - Shelter,a0e8X00000mHpVrQAK-Shelter,true,false,false,false,false,false
0jiVY00000001MTYAY,LGBTQ+ support - TLP,a0e8X00000mHpVrQAK-TLP,true,false,false,false,false,false
0jiVY00000002zVYAQ,Life Skills- Clean With Me,,true,false,false,false,false,false
0jiVY0000000317YAA,Life Skills- Hand Embroidery,,true,false,false,false,false,false
0jiVY00000001rZYAQ,Life skills-Not covered by other service - 1440,a0e61000001GLq7AAG-1440,true,false,false,false,false,false
0jiVY00000001ndYAA,Life skills-Not covered by other service - Chase,a0e61000001GLq7AAG-Chase,true,false,false,false,false,false
0jiVY00000002CGYAY,Life skills-Not covered by other service - Drop-In,a0e61000001GLq7AAG-Drop-In,true,false,false,false,false,false
0jiVY00000002jaYAA,Life skills-Not covered by other service - Nest 56,a0e61000001GLq7AAG-Nest 56,true,false,false,false,false,false
0jiVY00000002MZYAY,Life skills-Not covered by other service - Outreach,a0e61000001GLq7AAG-Outreach,true,false,false,false,false,false
0jiVY000000021sYAA,Life skills-Not covered by other service - Shelter,a0e61000001GLq7AAG-Shelter,true,false,false,false,false,false
0jiVY00000001MUYAY,Life skills-Not covered by other service - TLP,a0e61000001GLq7AAG-TLP,true,false,false,false,false,false
0jiVY00000001raYAA,Lost Housing-Outcome - 1440,a0e61000006JOV1AAO-1440,true,false,false,false,false,false
0jiVY00000002CHYAY,Lost Housing-Outcome - Drop-In,a0e61000006JOV1AAO-Drop-In,true,false,false,false,false,false
0jiVY00000002MaYAI,Lost Housing-Outcome - Outreach,a0e61000006JOV1AAO-Outreach,true,false,false,false,false,false
0jiVY000000021tYAA,Lost Housing-Outcome - Shelter,a0e61000006JOV1AAO-Shelter,true,false,false,false,false,false
0jiVY00000001MVYAY,Lost Housing-Outcome - TLP,a0e61000006JOV1AAO-TLP,true,false,false,false,false,false
0jiVY00000001rdYAA,Meal provided - 1440,a0e61000001GHXhAAO-1440,true,false,false,false,false,false
0jiVY00000001nhYAA,Meal provided - Chase,a0e61000001GHXhAAO-Chase,true,false,false,false,false,false
0jiVY00000002CKYAY,Meal provided - Drop-In,a0e61000001GHXhAAO-Drop-In,true,false,false,false,false,false
0jiVY00000002MdYAI,Meal provided - Outreach,a0e61000001GHXhAAO-Outreach,true,false,false,false,false,false
0jiVY000000021wYAA,Meal provided - Shelter,a0e61000001GHXhAAO-Shelter,true,false,false,false,false,false
0jiVY00000001MYYAY,Meal provided - TLP,a0e61000001GHXhAAO-TLP,true,false,false,false,false,false
0jiVY00000001rfYAA,Medical care access general support - 1440,a0e6100000Bsl55AAB-1440,true,false,false,false,false,false
0jiVY00000001njYAA,Medical care access general support - Chase,a0e6100000Bsl55AAB-Chase,true,false,false,false,false,false
0jiVY00000002CMYAY,Medical care access general support - Drop-In,a0e6100000Bsl55AAB-Drop-In,true,false,false,false,false,false
0jiVY00000002jtYAA,Medical care access general support - Nest 56,a0e6100000Bsl55AAB-Nest 56,true,false,false,false,false,false
0jiVY00000002MfYAI,Medical care access general support - Outreach,a0e6100000Bsl55AAB-Outreach,true,false,false,false,false,false
0jiVY000000021yYAA,Medical care access general support - Shelter,a0e6100000Bsl55AAB-Shelter,true,false,false,false,false,false
0jiVY00000001MaYAI,Medical care access general support - TLP,a0e6100000Bsl55AAB-TLP,true,false,false,false,false,false
0jiVY00000001rgYAA,Medical evaluation-Onsite - 1440,a0e8X00000mHiLNQA0-1440,true,false,false,false,false,false
0jiVY00000001nkYAA,Medical evaluation-Onsite - Chase,a0e8X00000mHiLNQA0-Chase,true,false,false,false,false,false
0jiVY00000002CNYAY,Medical evaluation-Onsite - Drop-In,a0e8X00000mHiLNQA0-Drop-In,true,false,false,false,false,false
0jiVY00000002MgYAI,Medical evaluation-Onsite - Outreach,a0e8X00000mHiLNQA0-Outreach,true,false,false,false,false,false
0jiVY000000021zYAA,Medical evaluation-Onsite - Shelter,a0e8X00000mHiLNQA0-Shelter,true,false,false,false,false,false
0jiVY00000001MbYAI,Medical evaluation-Onsite - TLP,a0e8X00000mHiLNQA0-TLP,true,false,false,false,false,false
0jiVY00000001riYAA,Mental Health Crisis-Outcome - 1440,a0e61000006JOU4AAO-1440,true,false,false,false,false,false
0jiVY00000002CPYAY,Mental Health Crisis-Outcome - Drop-In,a0e61000006JOU4AAO-Drop-In,true,false,false,false,false,false
0jiVY00000002MiYAI,Mental Health Crisis-Outcome - Outreach,a0e61000006JOU4AAO-Outreach,true,false,false,false,false,false
0jiVY0000000221YAA,Mental Health Crisis-Outcome - Shelter,a0e61000006JOU4AAO-Shelter,true,false,false,false,false,false
0jiVY00000001MdYAI,Mental Health Crisis-Outcome - TLP,a0e61000006JOU4AAO-TLP,true,false,false,false,false,false
0jiVY00000001rjYAA,Mental Health Engagement-Outcome - 1440,a0e61000006JOTHAA4-1440,true,false,false,false,false,false
0jiVY00000002CQYAY,Mental Health Engagement-Outcome - Drop-In,a0e61000006JOTHAA4-Drop-In,true,false,false,false,false,false
0jiVY00000002MnYAI,Mental Health Engagement-Outcome - Outreach,a0e61000006JOTHAA4-Outreach,true,false,false,false,false,false
0jiVY0000000222YAA,Mental Health Engagement-Outcome - Shelter,a0e61000006JOTHAA4-Shelter,true,false,false,false,false,false
0jiVY00000001rkYAA,Mental health general support (not clinical counseling) - 1440,a0e6100000Bsl5AAAR-1440,true,false,false,false,false,false
0jiVY00000001noYAA,Mental health general support (not clinical counseling) - Chase,a0e6100000Bsl5AAAR-Chase,true,false,false,false,false,false
0jiVY00000002CRYAY,Mental health general support (not clinical counseling) - Drop-In,a0e6100000Bsl5AAAR-Drop-In,true,false,false,false,false,false
0jiVY00000002juYAA,Mental health general support (not clinical counseling) - Nest 56,a0e6100000Bsl5AAAR-Nest 56,true,false,false,false,false,false
0jiVY00000002MoYAI,Mental health general support (not clinical counseling) - Outreach,a0e6100000Bsl5AAAR-Outreach,true,false,false,false,false,false
0jiVY0000000223YAA,Mental health general support (not clinical counseling) - Shelter,a0e6100000Bsl5AAAR-Shelter,true,false,false,false,false,false
0jiVY00000001MfYAI,Mental health general support (not clinical counseling) - TLP,a0e6100000Bsl5AAAR-TLP,true,false,false,false,false,false
0jiVY00000001rmYAA,Mental/behavioral health appointment-Offsite - 1440,a0e4M00000INAHYQA5-1440,true,false,false,false,false,false
0jiVY00000001nqYAA,Mental/behavioral health appointment-Offsite - Chase,a0e4M00000INAHYQA5-Chase,true,false,false,false,false,false
0jiVY00000002CTYAY,Mental/behavioral health appointment-Offsite - Drop-In,a0e4M00000INAHYQA5-Drop-In,true,false,false,false,false,false
0jiVY00000002jXYAQ,Mental/behavioral health appointment-Offsite - Nest 56,a0e4M00000INAHYQA5-Nest 56,true,false,false,false,false,false
0jiVY00000002MqYAI,Mental/behavioral health appointment-Offsite - Outreach,a0e4M00000INAHYQA5-Outreach,true,false,false,false,false,false
0jiVY0000000225YAA,Mental/behavioral health appointment-Offsite - Shelter,a0e4M00000INAHYQA5-Shelter,true,false,false,false,false,false
0jiVY00000001MhYAI,Mental/behavioral health appointment-Offsite - TLP,a0e4M00000INAHYQA5-TLP,true,false,false,false,false,false
0jiVY00000002CUYAY,MHP Referral - Drop-In,a0e4M00000I79owQAB-Drop-In,true,false,false,false,false,false
0jiVY00000002MrYAI,MHP Referral - Outreach,a0e4M00000I79owQAB-Outreach,true,false,false,false,false,false
0jiVY00000001rqYAA,Newly housed-Outcome - 1440,a0e61000006JOUwAAO-1440,true,false,false,false,false,false
0jiVY00000002CXYAY,Newly housed-Outcome - Drop-In,a0e61000006JOUwAAO-Drop-In,true,false,false,false,false,false
0jiVY0000000229YAA,Newly housed-Outcome - Shelter,a0e61000006JOUwAAO-Shelter,true,false,false,false,false,false
0jiVY00000001MlYAI,Newly housed-Outcome - TLP,a0e61000006JOUwAAO-TLP,true,false,false,false,false,false
0jiVY00000002CYYAY,Night of stay - Drop-In,a0e61000001OIhWAAW-Drop-In,true,false,false,false,false,false
0jiVY00000002MvYAI,Night of stay - Outreach,a0e61000001OIhWAAW-Outreach,true,false,false,false,false,false
0jiVY000000022AYAQ,Night of stay - Shelter,a0e61000001OIhWAAW-Shelter,true,false,false,false,false,false
0jiVY000000032jYAA,Nutrition Assistance- Food Bank,,true,false,false,false,false,false
0jiVY00000001rvYAA,Outcome - Counseling - 1440,a0e4M00000ILcsrQAD-1440,true,false,false,false,false,false
0jiVY000000022EYAQ,Outcome - Counseling - Shelter,a0e4M00000ILcsrQAD-Shelter,true,false,false,false,false,false
0jiVY00000001rwYAA,Outreach contact to agency/organization/group - 1440,a0e8X00000mHh3wQAC-1440,true,false,false,false,false,false
0jiVY00000001o0YAA,Outreach contact to agency/organization/group - Chase,a0e8X00000mHh3wQAC-Chase,true,false,false,false,false,false
0jiVY00000002CdYAI,Outreach contact to agency/organization/group - Drop-In,a0e8X00000mHh3wQAC-Drop-In,true,false,false,false,false,false
0jiVY00000002N0YAI,Outreach contact to agency/organization/group - Outreach,a0e8X00000mHh3wQAC-Outreach,true,false,false,false,false,false
0jiVY000000022FYAQ,Outreach contact to agency/organization/group - Shelter,a0e8X00000mHh3wQAC-Shelter,true,false,false,false,false,false
0jiVY00000001MrYAI,Outreach contact to agency/organization/group - TLP,a0e8X00000mHh3wQAC-TLP,true,false,false,false,false,false
0jiVY00000001rxYAA,Overnight guest - 1440,a0e4M00000C5mVdQAJ-1440,true,false,false,false,false,false
0jiVY00000002jPYAQ,Overnight guest - Nest 56,a0e4M00000C5mVdQAJ-Nest 56,true,false,false,false,false,false
0jiVY000000022GYAQ,Overnight guest - Shelter,a0e4M00000C5mVdQAJ-Shelter,true,false,false,false,false,false
0jiVY00000001rzYAA,Participant attended court session - 1440,a0e8X00000mHiL8QAK-1440,true,false,false,false,false,false
0jiVY00000001o3YAA,Participant attended court session - Chase,a0e8X00000mHiL8QAK-Chase,true,false,false,false,false,false
0jiVY00000002CgYAI,Participant attended court session - Drop-In,a0e8X00000mHiL8QAK-Drop-In,true,false,false,false,false,false
0jiVY00000002N3YAI,Participant attended court session - Outreach,a0e8X00000mHiL8QAK-Outreach,true,false,false,false,false,false
0jiVY000000022IYAQ,Participant attended court session - Shelter,a0e8X00000mHiL8QAK-Shelter,true,false,false,false,false,false
0jiVY00000001MuYAI,Participant attended court session - TLP,a0e8X00000mHiL8QAK-TLP,true,false,false,false,false,false
0jiVY00000001s0YAA,Participant volunteer opportunity - 1440,a0e8X00000mHh41QAC-1440,true,false,false,false,false,false
0jiVY00000001o4YAA,Participant volunteer opportunity - Chase,a0e8X00000mHh41QAC-Chase,true,false,false,false,false,false
0jiVY00000002ChYAI,Participant volunteer opportunity - Drop-In,a0e8X00000mHh41QAC-Drop-In,true,false,false,false,false,false
0jiVY00000002N4YAI,Participant volunteer opportunity - Outreach,a0e8X00000mHh41QAC-Outreach,true,false,false,false,false,false
0jiVY000000022JYAQ,Participant volunteer opportunity - Shelter,a0e8X00000mHh41QAC-Shelter,true,false,false,false,false,false
0jiVY00000001MvYAI,Participant volunteer opportunity - TLP,a0e8X00000mHh41QAC-TLP,true,false,false,false,false,false
0jiVY00000001tHYAQ,Peer - Mental Health Check-in - 1440,a0eUY000004c4l3YAA-1440,true,false,false,false,false,false
0jiVY00000001pLYAQ,Peer - Mental Health Check-in - Chase,a0eUY000004c4l3YAA-Chase,true,false,false,false,false,false
0jiVY00000002A6YAI,Peer - Mental Health Check-in - Shelter,a0eUY000004c4l3YAA-Shelter,true,false,false,false,false,false
0jiVY00000003KTYAY,Person/Property Search,,true,false,false,false,false,false
0jiVY00000001s4YAA,Personal hygiene general support - 1440,a0e8X00000mHh4GQAS-1440,true,false,false,false,false,false
0jiVY00000001o8YAA,Personal hygiene general support - Chase,a0e8X00000mHh4GQAS-Chase,true,false,false,false,false,false
0jiVY00000002ClYAI,Personal hygiene general support - Drop-In,a0e8X00000mHh4GQAS-Drop-In,true,false,false,false,false,false
0jiVY00000002N8YAI,Personal hygiene general support - Outreach,a0e8X00000mHh4GQAS-Outreach,true,false,false,false,false,false
0jiVY000000022NYAQ,Personal hygiene general support - Shelter,a0e8X00000mHh4GQAS-Shelter,true,false,false,false,false,false
0jiVY00000001MzYAI,Personal hygiene general support - TLP,a0e8X00000mHh4GQAS-TLP,true,false,false,false,false,false
0jiVY00000001s7YAA,Points store use - 1440,a0e8X00000mHh4LQAS-1440,true,false,false,false,false,false
0jiVY00000001oBYAQ,Points store use - Chase,a0e8X00000mHh4LQAS-Chase,true,false,false,false,false,false
0jiVY00000002CoYAI,Points store use - Drop-In,a0e8X00000mHh4LQAS-Drop-In,true,false,false,false,false,false
0jiVY00000002k4YAA,Points store use - Nest 56,a0e8X00000mHh4LQAS-Nest 56,true,false,false,false,false,false
0jiVY00000002NBYAY,Points store use - Outreach,a0e8X00000mHh4LQAS-Outreach,true,false,false,false,false,false
0jiVY000000022QYAQ,Points store use - Shelter,a0e8X00000mHh4LQAS-Shelter,true,false,false,false,false,false
0jiVY00000001N2YAI,Points store use - TLP,a0e8X00000mHh4LQAS-TLP,true,false,false,false,false,false
0jiVY00000001s9YAA,Professional team engagement - 1440,a0e4M00000C5guoQAB-1440,true,false,false,false,false,false
0jiVY00000001oDYAQ,Professional team engagement - Chase,a0e4M00000C5guoQAB-Chase,true,false,false,false,false,false
0jiVY00000002CqYAI,Professional team engagement - Drop-In,a0e4M00000C5guoQAB-Drop-In,true,false,false,false,false,false
0jiVY00000002jOYAQ,Professional team engagement - Nest 56,a0e4M00000C5guoQAB-Nest 56,true,false,false,false,false,false
0jiVY00000002NDYAY,Professional team engagement - Outreach,a0e4M00000C5guoQAB-Outreach,true,false,false,false,false,false
0jiVY000000022SYAQ,Professional team engagement - Shelter,a0e4M00000C5guoQAB-Shelter,true,false,false,false,false,false
0jiVY00000001N4YAI,Professional team engagement - TLP,a0e4M00000C5guoQAB-TLP,true,false,false,false,false,false
0jiVY00000001sAYAQ,Prosocial or recreational activity - 1440,a0e61000003gImtAAE-1440,true,false,false,false,false,false
0jiVY00000001oEYAQ,Prosocial or recreational activity - Chase,a0e61000003gImtAAE-Chase,true,false,false,false,false,false
0jiVY00000002CrYAI,Prosocial or recreational activity - Drop-In,a0e61000003gImtAAE-Drop-In,true,false,false,false,false,false
0jiVY00000002jgYAA,Prosocial or recreational activity - Nest 56,a0e61000003gImtAAE-Nest 56,true,false,false,false,false,false
0jiVY00000002NEYAY,Prosocial or recreational activity - Outreach,a0e61000003gImtAAE-Outreach,true,false,false,false,false,false
0jiVY000000022TYAQ,Prosocial or recreational activity - Shelter,a0e61000003gImtAAE-Shelter,true,false,false,false,false,false
0jiVY00000001N5YAI,Prosocial or recreational activity - TLP,a0e61000003gImtAAE-TLP,true,false,false,false,false,false
0jiVY00000001oFYAQ,Psychological evaluation-Onsite - Chase,a0e8X00000mHiLXQA0-Chase,true,false,false,false,false,false
0jiVY00000001sCYAQ,Psychosocial assessment completed - 1440,a0e4M00000A2WsKQAV-1440,true,false,false,false,false,false
0jiVY00000001oGYAQ,Psychosocial assessment completed - Chase,a0e4M00000A2WsKQAV-Chase,true,false,false,false,false,false
0jiVY00000002CtYAI,Psychosocial assessment completed - Drop-In,a0e4M00000A2WsKQAV-Drop-In,true,false,false,false,false,false
0jiVY00000002NGYAY,Psychosocial assessment completed - Outreach,a0e4M00000A2WsKQAV-Outreach,true,false,false,false,false,false
0jiVY000000022VYAQ,Psychosocial assessment completed - Shelter,a0e4M00000A2WsKQAV-Shelter,true,false,false,false,false,false
0jiVY00000001N7YAI,Psychosocial assessment completed - TLP,a0e4M00000A2WsKQAV-TLP,true,false,false,false,false,false
0jiVY00000001sDYAQ,Public benefits support - 1440,a0e8X00000nsYlvQAE-1440,true,false,false,false,false,false
0jiVY00000001oHYAQ,Public benefits support - Chase,a0e8X00000nsYlvQAE-Chase,true,false,false,false,false,false
0jiVY00000002CuYAI,Public benefits support - Drop-In,a0e8X00000nsYlvQAE-Drop-In,true,false,false,false,false,false
0jiVY00000002k7YAA,Public benefits support - Nest 56,a0e8X00000nsYlvQAE-Nest 56,true,false,false,false,false,false
0jiVY00000002NHYAY,Public benefits support - Outreach,a0e8X00000nsYlvQAE-Outreach,true,false,false,false,false,false
0jiVY000000022WYAQ,Public benefits support - Shelter,a0e8X00000nsYlvQAE-Shelter,true,false,false,false,false,false
0jiVY00000001N8YAI,Public benefits support - TLP,a0e8X00000nsYlvQAE-TLP,true,false,false,false,false,false
0jiVY00000001oIYAQ,QRTP assessment completed - Chase,a0e8X00000oREdDQAW-Chase,true,false,false,false,false,false
0jiVY00000002CvYAI,QRTP assessment completed - Drop-In,a0e8X00000oREdDQAW-Drop-In,true,false,false,false,false,false
0jiVY00000002NIYAY,QRTP assessment completed - Outreach,a0e8X00000oREdDQAW-Outreach,true,false,false,false,false,false
0jiVY000000022XYAQ,QRTP assessment completed - Shelter,a0e8X00000oREdDQAW-Shelter,true,false,false,false,false,false
0jiVY00000001N9YAI,QRTP assessment completed - TLP,a0e8X00000oREdDQAW-TLP,true,false,false,false,false,false
0jiVY00000001sHYAQ,Reduced Substance Use-Outcome - 1440,a0e61000006JOTGAA4-1440,true,false,false,false,false,false
0jiVY00000002CyYAI,Reduced Substance Use-Outcome - Drop-In,a0e61000006JOTGAA4-Drop-In,true,false,false,false,false,false
0jiVY00000002NLYAY,Reduced Substance Use-Outcome - Outreach,a0e61000006JOTGAA4-Outreach,true,false,false,false,false,false
0jiVY000000022aYAA,Reduced Substance Use-Outcome - Shelter,a0e61000006JOTGAA4-Shelter,true,false,false,false,false,false
0jiVY00000001sIYAQ,Referral-Child welfare/Foster care/Chafee - 1440,a0e61000001GLqbAAG-1440,true,false,false,false,false,false
0jiVY00000001oMYAQ,Referral-Child welfare/Foster care/Chafee - Chase,a0e61000001GLqbAAG-Chase,true,false,false,false,false,false
0jiVY00000002CzYAI,Referral-Child welfare/Foster care/Chafee - Drop-In,a0e61000001GLqbAAG-Drop-In,true,false,false,false,false,false
0jiVY00000002NMYAY,Referral-Child welfare/Foster care/Chafee - Outreach,a0e61000001GLqbAAG-Outreach,true,false,false,false,false,false
0jiVY000000022bYAA,Referral-Child welfare/Foster care/Chafee - Shelter,a0e61000001GLqbAAG-Shelter,true,false,false,false,false,false
0jiVY00000001NDYAY,Referral-Child welfare/Foster care/Chafee - TLP,a0e61000001GLqbAAG-TLP,true,false,false,false,false,false
0jiVY00000001sJYAQ,Referral-Education program or institution - 1440,a0e61000002Qt3iAAC-1440,true,false,false,false,false,false
0jiVY00000001oNYAQ,Referral-Education program or institution - Chase,a0e61000002Qt3iAAC-Chase,true,false,false,false,false,false
0jiVY00000002D0YAI,Referral-Education program or institution - Drop-In,a0e61000002Qt3iAAC-Drop-In,true,false,false,false,false,false
0jiVY00000002NNYAY,Referral-Education program or institution - Outreach,a0e61000002Qt3iAAC-Outreach,true,false,false,false,false,false
0jiVY000000022cYAA,Referral-Education program or institution - Shelter,a0e61000002Qt3iAAC-Shelter,true,false,false,false,false,false
0jiVY00000001NEYAY,Referral-Education program or institution - TLP,a0e61000002Qt3iAAC-TLP,true,false,false,false,false,false
0jiVY00000001sKYAQ,Referral-Equine therapy - 1440,a0e610000029svpAAA-1440,true,false,false,false,false,false
0jiVY00000002D1YAI,Referral-Equine therapy - Drop-In,a0e610000029svpAAA-Drop-In,true,false,false,false,false,false
0jiVY000000022dYAA,Referral-Equine therapy - Shelter,a0e610000029svpAAA-Shelter,true,false,false,false,false,false
0jiVY00000001NFYAY,Referral-Equine therapy - TLP,a0e610000029svpAAA-TLP,true,false,false,false,false,false
0jiVY00000001sLYAQ,Referral-GED tutoring - 1440,a0e4M00000IMltYQAT-1440,true,false,false,false,false,false
0jiVY00000001oPYAQ,Referral-GED tutoring - Chase,a0e4M00000IMltYQAT-Chase,true,false,false,false,false,false
0jiVY00000002D2YAI,Referral-GED tutoring - Drop-In,a0e4M00000IMltYQAT-Drop-In,true,false,false,false,false,false
0jiVY00000002NPYAY,Referral-GED tutoring - Outreach,a0e4M00000IMltYQAT-Outreach,true,false,false,false,false,false
0jiVY000000022eYAA,Referral-GED tutoring - Shelter,a0e4M00000IMltYQAT-Shelter,true,false,false,false,false,false
0jiVY00000001NGYAY,Referral-GED tutoring - TLP,a0e4M00000IMltYQAT-TLP,true,false,false,false,false,false
0jiVY00000001sMYAQ,Referral-Health-Dental provider - 1440,a0e4M00000ILca4QAD-1440,true,false,false,false,false,false
0jiVY00000001oQYAQ,Referral-Health-Dental provider - Chase,a0e4M00000ILca4QAD-Chase,true,false,false,false,false,false
0jiVY00000002D3YAI,Referral-Health-Dental provider - Drop-In,a0e4M00000ILca4QAD-Drop-In,true,false,false,false,false,false
0jiVY00000002NQYAY,Referral-Health-Dental provider - Outreach,a0e4M00000ILca4QAD-Outreach,true,false,false,false,false,false
0jiVY000000022fYAA,Referral-Health-Dental provider - Shelter,a0e4M00000ILca4QAD-Shelter,true,false,false,false,false,false
0jiVY00000001NHYAY,Referral-Health-Dental provider - TLP,a0e4M00000ILca4QAD-TLP,true,false,false,false,false,false
0jiVY00000001sNYAQ,Referral-Health-Medical provider - 1440,a0e61000002Qt4mAAC-1440,true,false,false,false,false,false
0jiVY00000001oRYAQ,Referral-Health-Medical provider - Chase,a0e61000002Qt4mAAC-Chase,true,false,false,false,false,false
0jiVY00000002D4YAI,Referral-Health-Medical provider - Drop-In,a0e61000002Qt4mAAC-Drop-In,true,false,false,false,false,false
0jiVY00000002NRYAY,Referral-Health-Medical provider - Outreach,a0e61000002Qt4mAAC-Outreach,true,false,false,false,false,false
0jiVY000000022gYAA,Referral-Health-Medical provider - Shelter,a0e61000002Qt4mAAC-Shelter,true,false,false,false,false,false
0jiVY00000001NIYAY,Referral-Health-Medical provider - TLP,a0e61000002Qt4mAAC-TLP,true,false,false,false,false,false
0jiVY00000001sOYAQ,Referral-Health-Vision provider - 1440,a0e4M00000IMhUSQA1-1440,true,false,false,false,false,false
0jiVY00000001oSYAQ,Referral-Health-Vision provider - Chase,a0e4M00000IMhUSQA1-Chase,true,false,false,false,false,false
0jiVY00000002D5YAI,Referral-Health-Vision provider - Drop-In,a0e4M00000IMhUSQA1-Drop-In,true,false,false,false,false,false
0jiVY00000002NSYAY,Referral-Health-Vision provider - Outreach,a0e4M00000IMhUSQA1-Outreach,true,false,false,false,false,false
0jiVY000000022hYAA,Referral-Health-Vision provider - Shelter,a0e4M00000IMhUSQA1-Shelter,true,false,false,false,false,false
0jiVY00000001NJYAY,Referral-Health-Vision provider - TLP,a0e4M00000IMhUSQA1-TLP,true,false,false,false,false,false
0jiVY00000001sPYAQ,Referral-Housing program: 1440 Pine - 1440,a0e8X00000mHh3xQAC-1440,true,false,false,false,false,false
0jiVY00000001oTYAQ,Referral-Housing program: 1440 Pine - Chase,a0e8X00000mHh3xQAC-Chase,true,false,false,false,false,false
0jiVY00000002JXYAY,Referral-Housing program: 1440 Pine - Drop-In,a0e8X00000mHh3xQAC-Drop-In,true,false,false,false,false,false
0jiVY00000002NTYAY,Referral-Housing program: 1440 Pine - Outreach,a0e8X00000mHh3xQAC-Outreach,true,false,false,false,false,false
0jiVY000000022iYAA,Referral-Housing program: 1440 Pine - Shelter,a0e8X00000mHh3xQAC-Shelter,true,false,false,false,false,false
0jiVY00000001NKYAY,Referral-Housing program: 1440 Pine - TLP,a0e8X00000mHh3xQAC-TLP,true,false,false,false,false,false
0jiVY00000001sQYAQ,Referral-Housing program: Non-TGTHR - 1440,a0e8X00000mHh3yQAC-1440,true,false,false,false,false,false
0jiVY00000001oUYAQ,Referral-Housing program: Non-TGTHR - Chase,a0e8X00000mHh3yQAC-Chase,true,false,false,false,false,false
0jiVY00000002JYYAY,Referral-Housing program: Non-TGTHR - Drop-In,a0e8X00000mHh3yQAC-Drop-In,true,false,false,false,false,false
0jiVY00000002NUYAY,Referral-Housing program: Non-TGTHR - Outreach,a0e8X00000mHh3yQAC-Outreach,true,false,false,false,false,false
0jiVY000000022jYAA,Referral-Housing program: Non-TGTHR - Shelter,a0e8X00000mHh3yQAC-Shelter,true,false,false,false,false,false
0jiVY00000001NLYAY,Referral-Housing program: Non-TGTHR - TLP,a0e8X00000mHh3yQAC-TLP,true,false,false,false,false,false
0jiVY00000001sRYAQ,Referral-Housing program: TGTHR TLP/RRH - 1440,a0e8X00000mHh5iQAC-1440,true,false,false,false,false,false
0jiVY00000001oVYAQ,Referral-Housing program: TGTHR TLP/RRH - Chase,a0e8X00000mHh5iQAC-Chase,true,false,false,false,false,false
0jiVY00000002JZYAY,Referral-Housing program: TGTHR TLP/RRH - Drop-In,a0e8X00000mHh5iQAC-Drop-In,true,false,false,false,false,false
0jiVY00000002NVYAY,Referral-Housing program: TGTHR TLP/RRH - Outreach,a0e8X00000mHh5iQAC-Outreach,true,false,false,false,false,false
0jiVY000000022kYAA,Referral-Housing program: TGTHR TLP/RRH - Shelter,a0e8X00000mHh5iQAC-Shelter,true,false,false,false,false,false
0jiVY00000001NMYAY,Referral-Housing program: TGTHR TLP/RRH - TLP,a0e8X00000mHh5iQAC-TLP,true,false,false,false,false,false
0jiVY00000001sSYAQ,Referral-LGBTQ+ support provider - 1440,a0e61000002QWvaAAG-1440,true,false,false,false,false,false
0jiVY00000001oWYAQ,Referral-LGBTQ+ support provider - Chase,a0e61000002QWvaAAG-Chase,true,false,false,false,false,false
0jiVY00000002JaYAI,Referral-LGBTQ+ support provider - Drop-In,a0e61000002QWvaAAG-Drop-In,true,false,false,false,false,false
0jiVY00000002NWYAY,Referral-LGBTQ+ support provider - Outreach,a0e61000002QWvaAAG-Outreach,true,false,false,false,false,false
0jiVY000000022lYAA,Referral-LGBTQ+ support provider - Shelter,a0e61000002QWvaAAG-Shelter,true,false,false,false,false,false
0jiVY00000001NNYAY,Referral-LGBTQ+ support provider - TLP,a0e61000002QWvaAAG-TLP,true,false,false,false,false,false
0jiVY00000001sTYAQ,Referral-Mental/behavioral health provider - 1440,a0e61000001GLqlAAG-1440,true,false,false,false,false,false
0jiVY00000001oXYAQ,Referral-Mental/behavioral health provider - Chase,a0e61000001GLqlAAG-Chase,true,false,false,false,false,false
0jiVY00000002JbYAI,Referral-Mental/behavioral health provider - Drop-In,a0e61000001GLqlAAG-Drop-In,true,false,false,false,false,false
0jiVY00000002NXYAY,Referral-Mental/behavioral health provider - Outreach,a0e61000001GLqlAAG-Outreach,true,false,false,false,false,false
0jiVY000000022mYAA,Referral-Mental/behavioral health provider - Shelter,a0e61000001GLqlAAG-Shelter,true,false,false,false,false,false
0jiVY00000001NOYAY,Referral-Mental/behavioral health provider - TLP,a0e61000001GLqlAAG-TLP,true,false,false,false,false,false
0jiVY00000001sUYAQ,"Referral-Public benefits agency (SNAP, SSI, DIS) - 1440",a0e61000001GLqqAAG-1440,true,false,false,false,false,false
0jiVY00000001oYYAQ,"Referral-Public benefits agency (SNAP, SSI, DIS) - Chase",a0e61000001GLqqAAG-Chase,true,false,false,false,false,false
0jiVY00000002JcYAI,"Referral-Public benefits agency (SNAP, SSI, DIS) - Drop-In",a0e61000001GLqqAAG-Drop-In,true,false,false,false,false,false
0jiVY00000002jbYAA,"Referral-Public benefits agency (SNAP, SSI, DIS) - Nest 56",a0e61000001GLqqAAG-Nest 56,true,false,false,false,false,false
0jiVY00000002NYYAY,"Referral-Public benefits agency (SNAP, SSI, DIS) - Outreach",a0e61000001GLqqAAG-Outreach,true,false,false,false,false,false
