AccountId,OwnerId,Status
001VY00000CGQ5IYAX,005VY000003NPqPYAW,New
001VY00000CGSp3YAH,005VY000003NPqPYAW,New
001VY00000CGSosYAH,005VY000003NPqPYAW,New
