Id,Name,ProgramId,IsActive
0jiVY00000003zFYAQ,Employment Support,11WVY000000GC6r2AG,false
0jiVY00000003zGYAQ,Employment Support,11WVY000000GC3d2AG,true
0jiVY00000003zHYAQ,Eviction/ Mutual Rescission Support,11WVY000000GC6r2AG,false
0jiVY00000003zIYAQ,Eviction/ Mutual Rescission Support,11WVY000000GC6r2AG,true
0jiVY00000003zJYAQ,Eviction/ Mutual Rescission Support,11WVY000000GC3d2AG,true
0jiVY00000003zKYAQ,External Medical Provider,11WVY000000GC3d2AG,true
0jiVY00000003zLYAQ,External Medical Provider,11WVY000000GC6r2AG,true
0jiVY00000003zMYAQ,External Medical Provider,11WVY000000GC6r2AG,false
0jiVY00000003zNYAQ,External Professional Team,11WVY000000GC3d2AG,true
0jiVY00000003zOYAQ,External Professional Team,11WVY000000GC6r2AG,true
0jiVY00000003zPYAQ,External Professional Team,11WVY000000GC6r2AG,false
0jiVY00000003zQYAQ,External Therapy Provider,11WVY000000GC6r2AG,false
0jiVY00000003zRYAQ,External Therapy Provider,11WVY000000GC3d2AG,true
0jiVY00000003zSYAQ,External Therapy Provider,11WVY000000GC6r2AG,true
0jiVY00000003zTYAQ,Family Reunification Support,11WVY000000GC6r2AG,false
0jiVY00000003zUYAQ,Family Reunification Support,11WVY000000GC6r2AG,true
0jiVY00000003zVYAQ,Family Reunification Support,11WVY000000GC3d2AG,true
0jiVY00000003zWYAQ,Financial Education and Navigation,11WVY000000GC3d2AG,true
0jiVY00000003zXYAQ,Financial Education and Navigation,11WVY000000GC6r2AG,false
0jiVY00000003zYYAQ,Financial Education and Navigation,11WVY000000GC6r2AG,true
0jiVY00000003zZYAQ,Food Access,11WVY000000GC6r2AG,true
0jiVY00000003zaYAA,Food Access,11WVY000000GC3d2AG,true
0jiVY00000003zbYAA,Food Access,11WVY000000GC6r2AG,false
0jiVY00000003zcYAA,Food Pantry Access - Onsite,11WVY000000GC3d2AG,true
0jiVY00000003zdYAA,Food Pantry Access - Onsite,11WVY000000GC6r2AG,true
0jiVY00000003zeYAA,GED Group,11WVY000000GC3d2AG,true
0jiVY00000003zfYAA,GED Group,11WVY000000GC6r2AG,true
0jiVY00000003zgYAA,GED Group,11WVY000000GC6r2AG,false
0jiVY00000003zhYAA,Group Support,11WVY000000GC3d2AG,true
0jiVY00000003ziYAA,Group Support,11WVY000000GC6r2AG,false
0jiVY00000003zjYAA,Group Support,11WVY000000GC6r2AG,true
0jiVY00000003zkYAA,Housekeeping,11WVY000000GC6r2AG,true
0jiVY00000003zlYAA,Housekeeping,11WVY000000GC3d2AG,true
0jiVY00000003zmYAA,Housekeeping,11WVY000000GC6r2AG,false
0jiVY00000003znYAA,Housing,11WVY000000GC6r2AG,true
0jiVY00000003zoYAA,Housing,11WVY000000GC3d2AG,true
0jiVY00000003zpYAA,Individual Session,11WVY000000GC3d2AG,true
0jiVY00000003zqYAA,Individual Session,11WVY000000GC6r2AG,true
0jiVY00000003zrYAA,Individual Support,11WVY000000GC6r2AG,true
0jiVY00000003zsYAA,Individual Support,11WVY000000GC3d2AG,true
0jiVY00000003ztYAA,Initial Planning Meeting,11WVY000000GC3d2AG,true
0jiVY00000003zuYAA,Initial Planning Meeting,11WVY000000GC6r2AG,false
0jiVY00000003zvYAA,Initial Planning Meeting (goal setting),11WVY000000GC6r2AG,true
0jiVY00000003zwYAA,Lease Violation Meeting,11WVY000000GC6r2AG,true
0jiVY00000003zxYAA,Lease Violation Meeting,11WVY000000GC3d2AG,true
0jiVY00000003zyYAA,Lease Violation Meeting,11WVY000000GC6r2AG,false
0jiVY00000003zzYAA,Legal Support,11WVY000000GC3d2AG,true
0jiVY0000000400YAA,Legal Support,11WVY000000GC6r2AG,false
0jiVY0000000401YAA,Legal Support,11WVY000000GC6r2AG,true
0jiVY0000000402YAA,LGBTQIA Support,11WVY000000GC6r2AG,false
0jiVY0000000403YAA,LGBTQIA Support,11WVY000000GC3d2AG,true
0jiVY0000000404YAA,LGBTQIA Support,11WVY000000GC6r2AG,true
0jiVY0000000405YAA,Life Skills Group,11WVY000000GC6r2AG,false
0jiVY0000000406YAA,Life Skills Group,11WVY000000GC3d2AG,true
0jiVY0000000407YAA,Life Skills Group,11WVY000000GC6r2AG,true
0jiVY0000000408YAA,Meal Provided,11WVY000000GC3d2AG,false
0jiVY0000000409YAA,Meal Provided,11WVY000000GC6r2AG,false
0jiVY000000040AYAQ,"Medical, Legal, or Employment",11WVY000000GC3d2AG,true
0jiVY000000040BYAQ,"Medical, Legal, or Employment",11WVY000000GC6r2AG,false
0jiVY000000040CYAQ,"Medical, Legal, or Employment",11WVY000000GC6r2AG,true
0jiVY000000040DYAQ,Mental Health,11WVY000000GC6r2AG,true
0jiVY000000040EYAQ,Mental Health,11WVY000000GC6r2AG,false
0jiVY000000040FYAQ,Mental Health,11WVY000000GC3d2AG,true
0jiVY000000040GYAQ,Mental Health Support,11WVY000000GC3d2AG,true
0jiVY000000040HYAQ,Mental Health Support,11WVY000000GC6r2AG,true
0jiVY000000040IYAQ,Move Out Assistance,11WVY000000GC3d2AG,true
0jiVY000000040JYAQ,Move Out Assistance,11WVY000000GC6r2AG,true
0jiVY000000040KYAQ,Move Out Assistance,11WVY000000GC6r2AG,false
0jiVY000000040LYAQ,Other supports,11WVY000000GC3d2AG,true
0jiVY000000040MYAQ,Other supports,11WVY000000GC6r2AG,true
0jiVY000000040NYAQ,Other supports,11WVY000000GC6r2AG,false
0jiVY000000040OYAQ,Parenting Support,11WVY000000GC6r2AG,true
0jiVY000000040PYAQ,Parenting Support,11WVY000000GC3d2AG,true
0jiVY000000040QYAQ,Parenting Support,11WVY000000GC6r2AG,false
0jiVY000000040RYAQ,Peer Support,11WVY000000GC6r2AG,false
0jiVY000000040SYAQ,Peer Support,11WVY000000GC6r2AG,false
0jiVY000000040TYAQ,Peer Support,11WVY000000GC6r2AG,true
0jiVY000000040UYAQ,Peer Support,11WVY000000GC3d2AG,true
0jiVY000000040VYAQ,Peer Support,11WVY000000GC3d2AG,true
0jiVY000000040WYAQ,Peer Support Group,11WVY000000GC6r2AG,true
0jiVY000000040XYAQ,Physical Health,11WVY000000GC6r2AG,false
0jiVY000000040YYAQ,Physical Health,11WVY000000GC6r2AG,true
0jiVY000000040ZYAQ,Physical Health,11WVY000000GC3d2AG,true
0jiVY000000040aYAA,Physical/Mental Wellness - Community Outing,11WVY000000GC6r2AG,true
0jiVY000000040bYAA,Physical/Mental Wellness - Community Outing,11WVY000000GC3d2AG,true
0jiVY000000040cYAA,Point Store Access,11WVY000000GC3d2AG,true
0jiVY000000040dYAA,Point Store Access,11WVY000000GC6r2AG,true
0jiVY000000040eYAA,Police Interaction- Arrest,11WVY000000GC6r2AG,false
0jiVY000000040fYAA,Police Interaction- Arrest,11WVY000000GC3d2AG,true
0jiVY000000040gYAA,Police Interaction- Arrest,11WVY000000GC6r2AG,true
0jiVY000000040hYAA,Police Interaction- General Support,11WVY000000GC3d2AG,true
0jiVY000000040iYAA,Police Interaction- General Support,11WVY000000GC6r2AG,true
0jiVY000000040jYAA,Police Interaction- General Support,11WVY000000GC6r2AG,false
0jiVY000000040kYAA,Pre-Lease Violation Support,11WVY000000GC6r2AG,true
0jiVY000000040lYAA,Pre-Lease Violation Support,11WVY000000GC3d2AG,true
0jiVY000000040mYAA,Pre-Lease Violation Support,11WVY000000GC6r2AG,false
0jiVY000000040nYAA,Prosocial,11WVY000000GC3d2AG,false
0jiVY000000040oYAA,Prosocial,11WVY000000GC6r2AG,false
0jiVY000000040pYAA,Public Benefits Support,11WVY000000GC3d2AG,true
0jiVY000000040qYAA,Public Benefits Support,11WVY000000GC6r2AG,false
0jiVY000000040rYAA,Public Benefits Support,11WVY000000GC6r2AG,true
0jiVY000000040sYAA,Rental Assistance with Budget,11WVY000000GC3d2AG,true
0jiVY000000040tYAA,Rental Assistance with Budget,11WVY000000GC6r2AG,false
0jiVY000000040uYAA,Rental Assistance with Budget,11WVY000000GC6r2AG,true
0jiVY000000040vYAA,Resident Advisory Council,11WVY000000GC6r2AG,false
0jiVY000000040wYAA,Resident Advisory Council,11WVY000000GC6r2AG,true
0jiVY000000040xYAA,Resident Advisory Council,11WVY000000GC3d2AG,true
0jiVY000000040yYAA,Substance Use Support,11WVY000000GC6r2AG,true
0jiVY000000040zYAA,Substance Use Support,11WVY000000GC3d2AG,true
0jiVY0000000410YAA,Substance Use Support,11WVY000000GC6r2AG,true
0jiVY0000000411YAA,Substance Use Support,11WVY000000GC3d2AG,true
0jiVY0000000412YAA,Tenant Retention Plan,11WVY000000GC3d2AG,true
0jiVY0000000413YAA,Tenant Retention Plan,11WVY000000GC6r2AG,false
0jiVY0000000414YAA,Tenant Retention Plan,11WVY000000GC6r2AG,true
0jiVY0000000415YAA,Therapeutic Group,11WVY000000GC3d2AG,true
0jiVY0000000416YAA,Therapeutic Group,11WVY000000GC6r2AG,true
0jiVY0000000417YAA,Therapeutic Group,11WVY000000GC6r2AG,false
0jiVY0000000418YAA,Updates and Progress,11WVY000000GC6r2AG,false
0jiVY0000000419YAA,Updates and Progress,11WVY000000GC3d2AG,true
0jiVY000000041AYAQ,Updates and Progress (goal setting),11WVY000000GC6r2AG,true
0jiVY000000041BYAQ,Vital Document Support,11WVY000000GC3d2AG,true
0jiVY000000041CYAQ,Vital Document Support,11WVY000000GC6r2AG,false
0jiVY000000041DYAQ,Vital Document Support,11WVY000000GC6r2AG,true
0jiVY000000041EYAQ,Voucher Support,11WVY000000GC6r2AG,false
0jiVY000000041FYAQ,Voucher Support,11WVY000000GC3d2AG,true
0jiVY000000041GYAQ,Voucher Support,11WVY000000GC6r2AG,true
0jiVY000000041HYAQ,"Wellness, Mental Health, Mindfulness and Meditation Group",11WVY000000GC6r2AG,true
0jiVY000000041IYAQ,"Wellness, Mental Health, Mindfulness and Meditation Group",11WVY000000GC3d2AG,true
0jiVY000000041JYAQ,"Wellness, Mental Health, Mindfulness and Meditation Group",11WVY000000GC6r2AG,false
0jiVY0000000421YAA,Crisis Intervention,11WVY000005ea9y2AA,true
0jiVY0000000422YAA,Outreach Engagement,11WVY000005ea9y2AA,true
0jiVY0000000423YAA,Screening/Assessment,11WVY000005ea9y2AA,true
0jiVY0000000424YAA,Drop-In Day,11WVY000005ea9y2AA,true
0jiVY000000043dYAA,Arrested-Outcome - Outreach,11WVY000005ea9y2AA,true
0jiVY000000043eYAA,Mental health general support (not clinical counseling) - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000043fYAA,Action plan created - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000043gYAA,Employment-General support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000043hYAA,Participant attended court session - Outreach,11WVY000005ea9y2AA,true
0jiVY000000043iYAA,Family engagement general support (not clinical counseling) - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000043jYAA,Housing-Tenant-based voucher support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000043kYAA,Interaction with participant's school - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000043lYAA,LEAD Conversation - Outreach,11WVY000005ea9y2AA,true
0jiVY000000043mYAA,Life skills-Not covered by other service - Outreach,11WVY000005ea9y2AA,true
0jiVY000000043nYAA,LGBTQ+ support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000043oYAA,CE Referral - Outreach,11WVY000005ea9y2AA,true
0jiVY000000043pYAA,PEAK Application Completed - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000043qYAA,Life skills-Not covered by other service - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000043rYAA,Case management activity with participant - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000043sYAA,Newly housed-Outcome - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000043tYAA,Prosocial or recreational activity - Outreach,11WVY000005ea9y2AA,true
0jiVY000000043uYAA,"Referral-Public benefits agency (SNAP, SSI, DIS) - Drop-In",11WVY000005ea9y2AA,true
0jiVY000000043vYAA,Employment-Job search support - Outreach,11WVY000005ea9y2AA,true
0jiVY000000043wYAA,Legal Referral - Outreach,11WVY000005ea9y2AA,true
0jiVY000000043xYAA,"Referral-Public benefits agency (SNAP, SSI, DIS) - Outreach",11WVY000005ea9y2AA,true
0jiVY000000043yYAA,Referral-Sexual health services or testing provider - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000043zYAA,Referral-Health-Dental provider - Outreach,11WVY000005ea9y2AA,true
0jiVY0000000440YAA,Housing-Move in assistance - Drop-In,11WVY000005ea9y2AA,true
0jiVY0000000441YAA,Attempt to contact participant - Drop-In,11WVY000005ea9y2AA,true
0jiVY0000000442YAA,Self-care general support - Outreach,11WVY000005ea9y2AA,true
0jiVY0000000443YAA,Personal hygiene general support - Drop-In,11WVY000005ea9y2AA,true
0jiVY0000000444YAA,Meal provided - Drop-In,11WVY000005ea9y2AA,true
0jiVY0000000445YAA,Clinical counseling-Group substance use support - Drop-In,11WVY000005ea9y2AA,true
0jiVY0000000446YAA,Sexual Health Referral - Drop-In,11WVY000005ea9y2AA,true
0jiVY0000000447YAA,Shelter referral-Outreach,11WVY000005ea9y2AA,true
0jiVY0000000448YAA,Group service-Cooking/meal preparation support - Drop-In,11WVY000005ea9y2AA,true
0jiVY0000000449YAA,Group service-Games - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044AYAQ,Interaction with participant's school - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044BYAQ,SOP Contact - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044CYAQ,Outreach contact to agency/organization/group - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044DYAQ,Newly Employed-Outcome - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044EYAQ,Group-Employment - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044FYAQ,DI-Case Management - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044GYAQ,Meal provided - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044HYAQ,Health-First aid or hygiene supply provided - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044IYAQ,Other Referral - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044JYAQ,Attempt to contact participant - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044KYAQ,Housing application support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044LYAQ,Housing search support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044MYAQ,LGBTQ Referral - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044NYAQ,Completed CE - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044OYAQ,GED/Education Class (4 hrs) - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044PYAQ,Health-Medical appointment-Offsite - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044QYAQ,Employment-Job retention support - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044RYAQ,Transportation-Bus pass or ride provided - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044SYAQ,Visited Deacons - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044TYAQ,Youth Outreach Contact - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044UYAQ,Case management activity without participant present - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044VYAQ,Housing-Landlord interview or visit support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044WYAQ,Participant volunteer opportunity - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044XYAQ,Actively seeking employment-Outcome - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044YYAQ,Housing application support - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044ZYAQ,Recreational Activity - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044aYAA,Supportive Employment - Group - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044bYAA,Group service-Field trip or outing - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044cYAA,Referral-Education program or institution - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044dYAA,Outreach contact to agency/organization/group - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044eYAA,Self-care general support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044fYAA,Reduced Substance Use-Outcome - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044gYAA,Transportation-Training or information provided - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044hYAA,BCAP Referral - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044iYAA,Transportation-Bus pass or ride provided - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044jYAA,ID and vital documents secured-Outcome - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044kYAA,Sexual health supply provided - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044lYAA,Medical evaluation-Onsite - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044mYAA,Transportation Referral - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044nYAA,Lost Housing-Outcome - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044oYAA,Medical Assistance - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044pYAA,Deacons Closet Referral - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044qYAA,Mail Referral - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044rYAA,Referral-Equine therapy - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044sYAA,Public benefits support - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044tYAA,Financial Referral - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044uYAA,Visited HOPE - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044vYAA,Angel Initiative Referral - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044wYAA,Education-General support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044xYAA,Referral-LGBTQ+ support provider - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000044yYAA,Visited Harvest of Hope - Outreach,11WVY000005ea9y2AA,true
0jiVY000000044zYAA,Housing: Level 3 - Drop-In,11WVY000005ea9y2AA,true
0jiVY0000000450YAA,Conflict resolution general support - Outreach,11WVY000005ea9y2AA,true
0jiVY0000000451YAA,Housing Referral - Outreach,11WVY000005ea9y2AA,true
0jiVY0000000452YAA,Health-First aid or hygiene supply provided - Drop-In,11WVY000005ea9y2AA,true
0jiVY0000000453YAA,Referral-Housing program: Non-TGTHR - Drop-In,11WVY000005ea9y2AA,true
0jiVY0000000454YAA,Referral-Workforce or employment agency - Drop-In,11WVY000005ea9y2AA,true
0jiVY0000000455YAA,Mail Referral - Outreach,11WVY000005ea9y2AA,true
0jiVY0000000456YAA,Referral-Workforce or employment agency - Outreach,11WVY000005ea9y2AA,true
0jiVY0000000457YAA,Basic Needs/Supplies - Outreach,11WVY000005ea9y2AA,true
0jiVY0000000458YAA,Legal Referral - Drop-In,11WVY000005ea9y2AA,true
0jiVY0000000459YAA,Referral-Education program or institution - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045AYAQ,Drop-in Facility Use - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045BYAQ,Mental Health Engagement-Outcome - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045CYAQ,Prosocial or recreational activity - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045DYAQ,Family Coaching - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045EYAQ,Clinical counseling-Mental health check-in - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045FYAQ,Housing-Lease education - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045GYAQ,Group service-Peer support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045HYAQ,People's Clinic Referral - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045IYAQ,Sexual health testing-Onsite - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045JYAQ,"Homelessness/Crisis (BCC, Feeds, etc) Referral - Outreach",11WVY000005ea9y2AA,true
0jiVY000000045KYAQ,Already in CE - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045LYAQ,Group service-LGBTQ+ support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045MYAQ,Employment-Job retention support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045NYAQ,Referral-Health-Medical provider - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045OYAQ,Family engagement general support (not clinical counseling) - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045PYAQ,Health-General sexual health support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045QYAQ,Education-GED tutoring or homework - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045RYAQ,Education-GED testing - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045SYAQ,Other Referral - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045TYAQ,Safe Lot Referral - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045UYAQ,Mental Health: Level 3 - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045VYAQ,Group service-BIPOC support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045WYAQ,Housing - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045XYAQ,Conflict resolution general support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045YYAQ,Referral-Child welfare/Foster care/Chafee - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045ZYAQ,Housing-Lease education - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045aYAA,Physical Recreational Activity - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045bYAA,Transportation - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045cYAA,Substance use support (not clinical counseling) - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045dYAA,Creative - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045eYAA,Sexual health supply provided - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045fYAA,Public benefits support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045gYAA,Lost Job-Outcome - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045hYAA,Employment-Job skills training (job-specific skills) - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045iYAA,Transportation-Training or information provided - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045jYAA,Drop-in Mail Pickup - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045kYAA,Identification Referral - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045lYAA,Hopelight Referral - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045mYAA,Medical care access general support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045nYAA,Basic Needs/Supplies - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045oYAA,The HUB Referral - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045pYAA,Shelter Referral - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045qYAA,Group service-Creative explorations - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045rYAA,Psychosocial assessment completed - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045sYAA,ID and vital documents general support - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045tYAA,ID and vital documents secured-Outcome - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045uYAA,Referral-Sexual health services or testing provider - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045vYAA,Education-General support - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045wYAA,Case management activity without participant present - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000045xYAA,"Hep C Kits (condoms, lube, etc) - Outreach",11WVY000005ea9y2AA,true
0jiVY000000045yYAA,The Source Referral - Outreach,11WVY000005ea9y2AA,true
0jiVY000000045zYAA,Employment: Level 3 - Drop-In,11WVY000005ea9y2AA,true
0jiVY0000000460YAA,Referral-Health-Vision provider - Outreach,11WVY000005ea9y2AA,true
0jiVY0000000461YAA,Mental health general support (not clinical counseling) - Outreach,11WVY000005ea9y2AA,true
0jiVY0000000462YAA,Transportation: Level 3 - Drop-In,11WVY000005ea9y2AA,true
0jiVY0000000463YAA,Employment-General support - Outreach,11WVY000005ea9y2AA,true
0jiVY0000000464YAA,Referral-Mental/behavioral health provider - Outreach,11WVY000005ea9y2AA,true
0jiVY0000000465YAA,TAY-VISPIDAT completed - Outreach,11WVY000005ea9y2AA,true
0jiVY0000000466YAA,Employment-Job readiness training - Drop-In,11WVY000005ea9y2AA,true
0jiVY0000000467YAA,Referral-Mental/behavioral health provider - Drop-In,11WVY000005ea9y2AA,true
0jiVY0000000468YAA,Employment-Job search support - Drop-In,11WVY000005ea9y2AA,true
0jiVY0000000469YAA,MHP Referral - Outreach,11WVY000005ea9y2AA,true
0jiVY000000046AYAQ,Family Coaching Referral - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046BYAQ,Referral-GED tutoring - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046CYAQ,Group service-Prosocial or recreational activity on-site - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046DYAQ,Identification Referral - Outreach,11WVY000005ea9y2AA,true
0jiVY000000046EYAQ,Drop-in Mail Pickup - Outreach,11WVY000005ea9y2AA,true
0jiVY000000046FYAQ,Drop-in Facility Use - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046GYAQ,Health-Medical appointment-Offsite - Outreach,11WVY000005ea9y2AA,true
0jiVY000000046HYAQ,Legal issue general support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046IYAQ,Referral-Source drop-in - Outreach,11WVY000005ea9y2AA,true
0jiVY000000046JYAQ,Group service-Sexual health support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046KYAQ,Legal issue general support - Outreach,11WVY000005ea9y2AA,true
0jiVY000000046LYAQ,SOP Contact - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046MYAQ,Referral-Source drop-in - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046NYAQ,ID and vital documents general support - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046OYAQ,Harvest of Hope Referral - Outreach,11WVY000005ea9y2AA,true
0jiVY000000046PYAQ,Action plan created - Outreach,11WVY000005ea9y2AA,true
0jiVY000000046QYAQ,Health-General sexual health support - Outreach,11WVY000005ea9y2AA,true
0jiVY000000046RYAQ,Referral-Substance abuse counseling provider or Substance use support (not cli - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046SYAQ,Housing-Tenant rights education - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046TYAQ,Referral-Substance abuse counseling provider or Substance use support (not cli - Outreach,11WVY000005ea9y2AA,true
0jiVY000000046UYAQ,Safety Planning - Outreach,11WVY000005ea9y2AA,true
0jiVY000000046VYAQ,Actively seeking employment-Outcome - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046WYAQ,Referral-Health-Medical provider - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046XYAQ,Shelter Referral - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046YYAQ,Group Service-Life Skills - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046ZYAQ,Benefits: Level 3 - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046aYAA,Clinical counseling-Individual session - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046bYAA,Medical: Level 3 - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046cYAA,Recovery Cafe Referral - Outreach,11WVY000005ea9y2AA,true
0jiVY000000046dYAA,Points store use - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046eYAA,GED/Education Class (3 hrs) - Drop-In,11WVY000005ea9y2AA,true
0jiVY000000046fYAA,Budgeting and financial management-General support - Outreach,11WVY000005ea9y2AA,true
0jiVY000000046gYAA,Night of stay - Drop-In,11WVY000005ea9y2AA,true
